tf	target
SP1	KRT19
SP1	KRT5
SP1	LCAT
SP1	LDHA
SP1	LDLR
SP1	LEP
SP1	LHCGR
SP1	LRP5
SP1	LTC4S
SP1	LTF
SP1	MACROD1
SP1	MAOB
SP1	MAT2A
SP1	MAT2B
SP1	MCL1
SP1	MCTS1
SP1	MET
SP1	MIF
SP1	MIP
SP1	MME
SP1	MMP11
SP1	MMP14
SP1	MMP2
SP1	MMP28
SP1	MMP9
SP1	MNDA
SP1	MPG
SP1	MPO
SP1	MUC2
SP1	MUC4
SP1	MUC5AC
SP1	MYBL1
SP1	MYBL2
SP1	MYC
SP1	NFKB1
SP1	NFKB2
SP1	NKX2-1
SP1	NOL7
SP1	NOS3
SP1	NPY
SP1	NQO2
SP1	NR3C1
SP1	ODC1
SP1	OPRM1
SP1	OXTR
SP1	PADI1
SP1	PADI3
SP1	PAX6
SP1	PCK1
SP1	PCNA
SP1	PDE6A
SP1	PDGFB
SP1	PDGFC
SP1	PDHA1
SP1	PGR
SP1	PIM1
SP1	PLAT
SP1	PLAU
SP1	PLAUR
SP1	PNOC
SP1	POLB
SP1	PPL
SP1	PRKCE
SP1	PROC
SP1	PRSS50
SP1	PSEN1
SP1	PTGIR
SP1	PTGS2
SP1	PTH
SP1	PTHLH
SP1	PTK6
SP1	PTN
SP1	PTTG1
SP1	RARA
SP1	RB1
SP1	REL
SP1	RELA
SP1	RNLS
SP1	RORA
SP1	RPS3A
SP1	SCNN1G
SP1	SCT
SP1	SCTR
SP1	SERPINE1
SP1	SIGIRR
SP1	SKP2
SP1	SLC19A1
SP1	SLC19A3
SP1	SLC25A5
SP1	SLC9A2
SP1	SMAD4
SP1	SMPD1
SP1	SOCS1
SP1	SOD1
SP1	SOD2
SP1	SP3
SP1	SPI1
SP1	SPN
SP1	SPP1
SP1	SPRY2
SP1	SRC
SP1	SREBF1
SP1	STAR
SP1	STARD3
SP1	STK11
SP1	TAF7
SP1	TAL1
SP1	TBXA2R
SP1	TCN2
SP1	TERT
SP1	TFPI2
SP1	TGFA
SP1	TGFB1
SP1	TGFBR2
SP1	TGM4
SP1	THBD
SP1	TIMP1
SP1	TIMP2
SP1	TINF2
SP1	TMPO
SP1	TNF
SP1	TNFRSF10B
SP1	TNFRSF8
SP1	TNFSF10
SP1	TNFSF14
SP1	TNNC1
SP1	TP53
SP1	TPI1
SP1	TPMT
SP1	TYMS
SP1	UBC
SP1	UGDH
SP1	UGT1A4
SP1	UGT1A6
SP1	UNG
SP1	UTRN
SP1	VAMP2
SP1	VDR
SP1	VEGFA
SP1	VIM
SP1	WT1
SP1	XIAP
SP1	YY1
SP3	ABCA1
SP3	ADGRE5
SP3	AGTR1
SP3	ALPL
SP3	BPI
SP3	BTK
SP3	CA9
SP3	CCND1
SP3	CD14
SP3	CD2AP
SP3	CD83
SP3	CDKN1A
SP3	CDKN2A
SP3	CDKN2B
SP3	CDKN2D
SP3	CHRNB4
SP3	CNMD
SP3	COL1A1
SP3	COL2A1
SP3	CTSB
SP3	CTSL
SP3	CYP17A1
SP3	CYP27A1
SP3	CYP2F1
SP3	CYP3A5
SP3	CYP3A7
SP3	DNASE2
SP3	EAPP
SP3	ETF1
SP3	F2
SP3	F2R
SP3	HMGA2
SP3	HOXB7
SP3	HSD17B1
SP3	HSD17B2
SP3	IGFBP1
SP3	IGFBP3
SP3	ITGA2
SP3	ITGAD
SP3	ITGAV
SP3	KDR
SP3	KLK3
SP3	LCAT
SP3	LORICRIN
SP3	LTC4S
SP3	MAOB
SP3	MMP2
SP3	MSH6
SP3	MUC2
SP3	MYC
SP3	MYCN
SP3	NKX2-1
SP3	NOS3
SP3	NOX4
SP3	OPRM1
SP3	PADI1
SP3	PADI3
SP3	PLAT
SP3	PLAUR
SP3	RORA
SP3	SCGB2A1
SP3	SCT
SP3	SCTR
SP3	SLC19A3
SP3	SLC1A3
SP3	SLC9A2
SP3	SLC9A3
SP3	TCN2
SP3	TFF1
SP3	TGM4
SP3	TIMP1
SP3	TIMP2
SP3	TNF
SP3	TPMT
SP3	UBC
SP3	UTRN
SP3	VEGFA
SPI1	ACP5
SPI1	APBB1IP
SPI1	B2M
SPI1	BCL6
SPI1	BPI
SPI1	BTK
SPI1	CCL5
SPI1	CD14
SPI1	CD163
SPI1	CD22
SPI1	CD33
SPI1	CD40
SPI1	CD47
SPI1	CD53
SPI1	CD58
SPI1	CD68
SPI1	CD86
SPI1	CDKN2A
SPI1	CIITA
SPI1	CLEC4G
SPI1	CREBBP
SPI1	CSF1
SPI1	CSF1R
SPI1	CSF2
SPI1	CSF2RA
SPI1	CSF3R
SPI1	CTSE
SPI1	CTSG
SPI1	CTSK
SPI1	CTSS
SPI1	CXCR1
SPI1	CXCR2
SPI1	CYBB
SPI1	DAB2
SPI1	DAPK2
SPI1	EGR2
SPI1	ELANE
SPI1	ERAP2
SPI1	ERG
SPI1	FCER1A
SPI1	FCGR1A
SPI1	FES
SPI1	FLI1
SPI1	FLII
SPI1	FOS
SPI1	FPR1
SPI1	GATA1
SPI1	HCK
SPI1	ICAM1
SPI1	IFIT3
SPI1	IL12B
SPI1	IL1B
SPI1	IL5
SPI1	IL5RA
SPI1	ITGA2B
SPI1	ITGAM
SPI1	ITGAX
SPI1	ITGB1
SPI1	ITGB2
SPI1	JCHAIN
SPI1	KCNMA1
SPI1	LCP2
SPI1	LSP1
SPI1	LY96
SPI1	MACROD1
SPI1	MCM3AP
SPI1	MME
SPI1	MMP2
SPI1	MNDA
SPI1	MPO
SPI1	MSR1
SPI1	MYB
SPI1	NCF1
SPI1	NCF2
SPI1	NCF4
SPI1	NR3C1
SPI1	P2RY10
SPI1	PARG
SPI1	PDGFRB
SPI1	PPBP
SPI1	PRTN3
SPI1	PTGIR
SPI1	PTPRC
SPI1	PTPRE
SPI1	REL
SPI1	RNASE2
SPI1	RUNX1
SPI1	SCARB1
SPI1	SCARB2
SPI1	SERPINB1
SPI1	STAT3
SPI1	TAL1
SPI1	TBXAS1
SPI1	TFEC
SPI1	TGFBR2
SPI1	TLR4
SPI1	TNF
SPI1	TYROBP
SPI1	VAV1
SPI1	VIP
SPI1	WAS
SPI1	ZNF300
SREBF1	ACACA
SREBF1	ACACB
SREBF1	ACLY
SREBF1	CETP
SREBF1	FASN
SREBF1	FDFT1
SREBF1	FDPS
SREBF1	HK2
SREBF1	HMGCR
SREBF1	HMGCS1
SREBF1	HMOX1
SREBF1	INSIG1
SREBF1	IRS2
SREBF1	LDLR
SREBF1	LRP1
SREBF1	NPC1
SREBF1	NR0B2
SREBF1	PCYT2
SREBF1	PIK3R3
SREBF1	SCD
SREBF1	SCD5
SREBF1	SLC2A4
SREBF1	SQLE
SREBF2	ABCA1
SREBF2	ACLY
SREBF2	ACOT7
SREBF2	EBP
SREBF2	FDFT1
SREBF2	HMGCR
SREBF2	INSIG1
SREBF2	LDLR
SREBF2	LRP1
SREBF2	MTTP
SREBF2	NPC1L1
SREBF2	PCSK9
SREBF2	PCYT2
SREBF2	PON1
SREBF2	SQLE
SREBF2	STARD4
SRF	ACTA1
SRF	ACTB
SRF	ACTC1
SRF	DMD
SRF	EGR1
SRF	FOS
SRF	FOSL1
SRF	MMP2
SRF	SAMD4A
SRF	TAGLN
STAT1	A2M
STAT1	ADAR
STAT1	AGFG2
STAT1	AIM2
STAT1	AOX1
STAT1	APOE
STAT1	APOL4
STAT1	APP
STAT1	ATG4C
STAT1	B3GAT3
STAT1	BAX
STAT1	BCL2
STAT1	BCL6
STAT1	BRD8
STAT1	BST2
STAT1	CASP4
STAT1	CCL2
STAT1	CCL3
STAT1	CCND1
STAT1	CCND2
STAT1	CCND3
STAT1	CCR1
STAT1	CCR5
STAT1	CD274
STAT1	CD40
STAT1	CD86
STAT1	CDC7
STAT1	CDKN1A
STAT1	CEBPE
STAT1	CFTR
STAT1	CIITA
STAT1	CISH
STAT1	CLC
STAT1	CLIC2
STAT1	COL1A1
STAT1	COL1A2
STAT1	CREM
STAT1	CSF1
STAT1	CTSB
STAT1	CTSL
STAT1	CX3CL1
STAT1	CXCL10
STAT1	CXCL8
STAT1	CXCL9
STAT1	CYP19A1
STAT1	DCLRE1C
STAT1	DDX50
STAT1	DIMT1
STAT1	DUOX2
STAT1	EARS2
STAT1	EDEM2
STAT1	EDN1
STAT1	EGFR
STAT1	EGLN3
STAT1	EIF2AK1
STAT1	EIF2AK2
STAT1	EIF2AK3
STAT1	ELF5
STAT1	ELP3
STAT1	ESR1
STAT1	ESR2
STAT1	ETV7
STAT1	FAS
STAT1	FBXO5
STAT1	FCGR1A
STAT1	FCGR3A
STAT1	FCGRT
STAT1	FGF2
STAT1	FGFR3
STAT1	FOS
STAT1	FOXP3
STAT1	GATA3
STAT1	GBP1
STAT1	GCK
STAT1	GLS
STAT1	GREB1
STAT1	GSTK1
STAT1	HCFC1
STAT1	HDAC7
STAT1	HLA-DMA
STAT1	HLA-DMB
STAT1	HLA-DQA2
STAT1	HLA-DRB1
STAT1	HLA-E
STAT1	HMOX1
STAT1	HSP90AA1
STAT1	HSPB1
STAT1	ICAM1
STAT1	IDO1
STAT1	IFI35
STAT1	IFI6
STAT1	IFIT1
STAT1	IFIT3
STAT1	IFITM1
STAT1	IFITM3
STAT1	IFNA1
STAT1	IFNB1
STAT1	IFNG
STAT1	IFNLR1
STAT1	IGF1
STAT1	IGFBP3
STAT1	IGFLR1
STAT1	IL10
STAT1	IL12A
STAT1	IL12B
STAT1	IL12RB1
STAT1	IL12RB2
STAT1	IL17D
STAT1	IL18BP
STAT1	IL1B
STAT1	IL1R1
STAT1	IL2RA
STAT1	IL6
STAT1	IL6ST
STAT1	INO80
STAT1	IRF1
STAT1	IRF2
STAT1	IRF7
STAT1	IRF8
STAT1	IRF9
STAT1	ISG15
STAT1	ISG20
STAT1	JAK2
STAT1	JUN
STAT1	JUNB
STAT1	KIF2A
STAT1	KRT17
STAT1	LAP3
STAT1	LY96
STAT1	MAN1A1
STAT1	MAT2A
STAT1	MCL1
STAT1	MED16
STAT1	MET
STAT1	MMP13
STAT1	MMP9
STAT1	MTMR9
STAT1	MUC1
STAT1	MUC4
STAT1	MVP
STAT1	MX1
STAT1	MYC
STAT1	MYD88
STAT1	NAA35
STAT1	NMI
STAT1	NOS2
STAT1	NOX5
STAT1	NR1H4
STAT1	OAS1
STAT1	OAS2
STAT1	OAS3
STAT1	OASL
STAT1	OPRM1
STAT1	PARP14
STAT1	PIM1
STAT1	PLAU
STAT1	PLSCR1
STAT1	PML
STAT1	PPARA
STAT1	PPIP5K2
STAT1	PRF1
STAT1	PRKCE
STAT1	PROS1
STAT1	PSMB9
STAT1	PTGFR
STAT1	PTGS2
STAT1	PTTG1IP
STAT1	PWP2
STAT1	RBAK
STAT1	REV3L
STAT1	RIPK1
STAT1	RNF213
STAT1	RPS24
STAT1	S100A10
STAT1	SBNO2
STAT1	SCARB1
STAT1	SEMA4B
STAT1	SLC2A2
STAT1	SMARCA4
STAT1	SNRNP27
STAT1	SOCS1
STAT1	SOCS2
STAT1	SOCS3
STAT1	SOCS4
STAT1	SOCS5
STAT1	SOCS6
STAT1	SOCS7
STAT1	STAT2
STAT1	STAT3
STAT1	TAP1
STAT1	TBX21
STAT1	TFF1
STAT1	TH
STAT1	TIMP1
STAT1	TLR3
STAT1	TNFRSF8
STAT1	TNFSF11
STAT1	TNFSF13B
STAT1	TP53
STAT1	TRIM25
STAT1	UBR1
STAT1	UPP1
STAT1	VEGFA
STAT1	VEGFC
STAT1	VEGFD
STAT1	VIP
STAT1	VPS33B
STAT1	WARS1
STAT1	ZC3HAV1
STAT1	ZFP1
STAT1	ZFP30
STAT1	ZNF107
STAT1	ZNF112
STAT1	ZNF114
STAT1	ZNF12
STAT1	ZNF124
STAT1	ZNF140
STAT1	ZNF155
STAT1	ZNF157
STAT1	ZNF169
STAT1	ZNF175
STAT1	ZNF181
STAT1	ZNF184
STAT1	ZNF19
STAT1	ZNF200
STAT1	ZNF205
STAT1	ZNF222
STAT1	ZNF226
STAT1	ZNF227
STAT1	ZNF23
STAT1	ZNF230
STAT1	ZNF235
STAT1	ZNF25
STAT1	ZNF251
STAT1	ZNF254
STAT1	ZNF267
STAT1	ZNF268
STAT1	ZNF273
STAT1	ZNF282
STAT1	ZNF302
STAT1	ZNF311
STAT1	ZNF331
STAT1	ZNF333
STAT1	ZNF337
STAT1	ZNF33B
STAT1	ZNF343
STAT1	ZNF354A
STAT1	ZNF367
STAT1	ZNF398
STAT1	ZNF41
STAT1	ZNF417
STAT1	ZNF418
STAT1	ZNF419
STAT1	ZNF425
STAT1	ZNF460
STAT1	ZNF490
STAT1	ZNF510
STAT1	ZNF519
STAT1	ZNF529
STAT1	ZNF546
STAT1	ZNF550
STAT1	ZNF567
STAT1	ZNF585A
STAT1	ZNF589
STAT1	ZNF596
STAT1	ZNF599
STAT1	ZNF613
STAT1	ZNF619
STAT1	ZNF630
STAT1	ZNF655
STAT1	ZNF669
STAT1	ZNF670
STAT1	ZNF680
STAT1	ZNF689
STAT1	ZNF713
STAT1	ZNF721
STAT1	ZNF746
STAT1	ZNF764
STAT1	ZNF777
STAT1	ZNF778
STAT1	ZNF782
STAT1	ZNF786
STAT1	ZNF79
STAT1	ZNF8
STAT1	ZNF81
STAT1	ZNF84
STAT1	ZNF860
STAT1	ZNF875
STAT1	ZNF878
STAT1	ZNF879
STAT3	A2M
STAT3	BCL2
STAT3	BCL2L1
STAT3	BCL6
STAT3	BIRC3
STAT3	BIRC5
STAT3	CCL2
STAT3	CCND1
STAT3	CCND2
STAT3	CCND3
STAT3	CD274
STAT3	CDK4
STAT3	CDKN1A
STAT3	CFB
STAT3	CHI3L1
STAT3	CISH
STAT3	COPS5
STAT3	CRP
STAT3	CSRP1
STAT3	CYP19A1
STAT3	EGFR
STAT3	ESR1
STAT3	ESR2
STAT3	ETV6
STAT3	FAS
STAT3	FOS
STAT3	GFAP
STAT3	HAMP
STAT3	HIF1A
STAT3	HMOX1
STAT3	HSPB1
STAT3	IFNAR1
STAT3	IGF1
STAT3	IL10
STAT3	IL21
STAT3	IL2RA
STAT3	IL6
STAT3	IL6ST
STAT3	IRF1
STAT3	JUNB
STAT3	KLF11
STAT3	LBP
STAT3	LTBP1
STAT3	MCL1
STAT3	MMP3
STAT3	MUC1
STAT3	MUC4
STAT3	MYC
STAT3	MYD88
STAT3	NNMT
STAT3	NOX5
STAT3	OSM
STAT3	PGF
STAT3	PIM1
STAT3	PRF1
STAT3	PTGS2
STAT3	PTPN13
STAT3	REG1A
STAT3	RNLS
STAT3	ROR1
STAT3	RORA
STAT3	S100A11
STAT3	SAA1
STAT3	SOCS1
STAT3	SOCS3
STAT3	STAT1
STAT3	TIMP1
STAT3	TP53
STAT3	TRH
STAT3	TWIST1
STAT3	USP7
STAT3	VEGFA
STAT3	VEGFB
STAT3	VIP
STAT3	ZFP36
STAT5A	BCL2
STAT5A	BCL2L1
STAT5A	BCL6
STAT5A	CCND1
STAT5A	CCND2
STAT5A	CCND3
STAT5A	CEL
STAT5A	CSN2
STAT5A	ESR1
STAT5A	ESR2
STAT5A	IFNG
STAT5A	IGF1
STAT5A	IL2RA
STAT5A	IL6ST
STAT5A	IRF1
STAT5A	LONP1
STAT5A	MUC1
STAT5A	MYD88
STAT5A	OSM
STAT5A	PIM1
STAT5A	PRF1
STAT5B	BCL2L1
STAT5B	BCL6
STAT5B	CCND1
STAT5B	CCND3
STAT5B	CEL
STAT5B	ESR1
STAT5B	ESR2
STAT5B	FCGR1A
STAT5B	IFNG
STAT5B	IGF1
STAT5B	IL2RA
STAT5B	IL6ST
STAT5B	MUC1
STAT5B	OSM
STAT5B	PIM1
STAT5B	PRF1
STAT6	ALOX15
STAT6	BCL2L1
STAT6	CCL17
STAT6	CISH
STAT6	FOS
STAT6	IL4
STAT6	IRF1
STAT6	RHOA
STAT6	SLC26A4
STAT6	SOCS1
TAL1	ALDH1A2
TAL1	BRF1
TAL1	C3AR1
TAL1	CD34
TAL1	CDH13
TAL1	CDH23
TAL1	CHST11
TAL1	DOCK9
TAL1	ELMO1
TAL1	ERG
TAL1	MYB
TAL1	NBAS
TAL1	NFKB1
TAL1	PLEKHO1
TAL1	PPP3CA
TAL1	SSH2
TAL1	UBE2H
TAL1	USP34
TCF7L2	ABCB1
TCF7L2	AXIN2
TCF7L2	BIRC5
TCF7L2	CCND1
TCF7L2	CD44
TCF7L2	CTNNB1
TCF7L2	CXCL8
TCF7L2	DKK1
TCF7L2	FGF18
TCF7L2	GLCE
TCF7L2	GLI2
TCF7L2	LEF1
TCF7L2	MMP7
TCF7L2	MYC
TCF7L2	SNAI2
TCF7L2	SP5
TCF7L2	STAT3
TCF7L2	TCF7
TCF7L2	TNFRSF11B
TCF7L2	VIM
TFAP2A	ACHE
TFAP2A	ADM
TFAP2A	ADRA1A
TFAP2A	ADRA2B
TFAP2A	APP
TFAP2A	BACE1
TFAP2A	BCL2
TFAP2A	CCNB1
TFAP2A	CDH1
TFAP2A	CDKN1A
TFAP2A	CFTR
TFAP2A	CGA
TFAP2A	CRABP2
TFAP2A	CRX
TFAP2A	CSH1
TFAP2A	CYP11A1
TFAP2A	DBH
TFAP2A	EGFR
TFAP2A	ERBB2
TFAP2A	ETS1
TFAP2A	F2R
TFAP2A	FAS
TFAP2A	FMR1
TFAP2A	FOXA1
TFAP2A	GALNT3
TFAP2A	GAST
TFAP2A	GPX4
TFAP2A	GUSB
TFAP2A	HGF
TFAP2A	HIP1
TFAP2A	HMOX1
TFAP2A	HOXA4
TFAP2A	HSD17B1
TFAP2A	HTT
TFAP2A	IGFBP5
TFAP2A	KIT
TFAP2A	KRT5
TFAP2A	L1CAM
TFAP2A	MIP
TFAP2A	MMP2
TFAP2A	MPG
TFAP2A	MYC
TFAP2A	NME3
TFAP2A	NR3C1
TFAP2A	OAT
TFAP2A	PENK
TFAP2A	PLAUR
TFAP2A	POLD2
TFAP2A	PRKCA
TFAP2A	PTGS2
TFAP2A	PVR
TFAP2A	S100B
TFAP2A	SERPINE1
TFAP2A	SLC19A1
TFAP2A	SMPD1
TFAP2A	SNAP91
TFAP2A	SP1
TFAP2A	SPRY2
TFAP2A	TAF7
TFAP2A	TH
TFAP2A	TIMP2
TFAP2A	VEGFA
TFAP2C	CDKN1A
TFAP2C	CRABP2
TFAP2C	CSTA
TFAP2C	ECM1
TFAP2C	ERBB2
TFAP2C	ESR1
TFAP2C	FOXA1
TFAP2C	FOXC1
TFAP2C	FREM2
TFAP2C	GREB1
TFAP2C	MMP2
TFAP2C	MYC
TFAP2C	RET
TFAP2C	SULT1E1
TFAP2C	TFF1
TP53	ABCB1
TP53	ABCC1
TP53	ACTA2
TP53	ADA
TP53	ADGRB1
TP53	ADGRB2
TP53	AFP
TP53	AIFM2
TP53	AKT1
TP53	ALDH1A3
TP53	ALOX5
TP53	ANTXR1
TP53	APAF1
TP53	APCS
TP53	ARID3A
TP53	ASCC3
TP53	ATF3
TP53	BAK1
TP53	BAX
TP53	BBC3
TP53	BCL2
TP53	BCL2L1
TP53	BCL2L14
TP53	BCL3
TP53	BCL6
TP53	BDKRB2
TP53	BID
TP53	BIRC5
TP53	BIRC8
TP53	BNIP3L
TP53	BRCA1
TP53	BRCA2
TP53	BTG1
TP53	BTG2
TP53	BTG3
TP53	C12ORF5
TP53	C13ORF15
TP53	CABLES1
TP53	CASP1
TP53	CASP10
TP53	CASP3
TP53	CASP6
TP53	CAV1
TP53	CCNA1
TP53	CCNA2
TP53	CCNB1
TP53	CCND1
TP53	CCNG1
TP53	CCNG2
TP53	CCNK
TP53	CD82
TP53	CDC25C
TP53	CDH13
TP53	CDK1
TP53	CDKN1A
TP53	CDKN1B
TP53	CHEK1
TP53	CHEK2
TP53	CHMP4C
TP53	CHUK
TP53	CKM
TP53	COL18A1
TP53	COP1
TP53	CTNNB1
TP53	CTSD
TP53	CX3CL1
TP53	CYP24A1
TP53	DCC
TP53	DDB1
TP53	DDB2
TP53	DDIT4
TP53	DDR1
TP53	DKK1
TP53	DNMT1
TP53	DUSP1
TP53	DUSP11
TP53	DUSP5
TP53	E2F1
TP53	E2F3
TP53	E2F7
TP53	EDN2
TP53	EEF1A1
TP53	EGFR
TP53	EGR1
TP53	EI24
TP53	ELF4
TP53	EPCAM
TP53	EPHA2
TP53	ESR1
TP53	EZH2
TP53	FANCC
TP53	FAS
TP53	FBLN1
TP53	FBLN2
TP53	FDXR
TP53	FGF2
TP53	FLT1
TP53	FOS
TP53	FRMD5
TP53	GADD45A
TP53	GADD45G
TP53	GDF15
TP53	GHR
TP53	GML
TP53	GPNMB
TP53	GPX1
TP53	GSTP1
TP53	HGF
TP53	HIC1
TP53	HIPK2
TP53	HNF4A
TP53	HNRNPUL1
TP53	HRAS
TP53	HSP90AB1
TP53	HTT
TP53	IER3
TP53	IFI16
TP53	IGF1R
TP53	IGFBP3
TP53	IL1B
TP53	ING1
TP53	INTS7
TP53	IRF5
TP53	JAK2
TP53	KAT2B
TP53	KLK3
TP53	KRT8
TP53	LIF
TP53	LIG1
TP53	LITAF
TP53	MAD1L1
TP53	MAP4
TP53	MAPK8
TP53	MCM7
TP53	MDM2
TP53	MDM4
TP53	MET
TP53	MGMT
TP53	MKI67
TP53	MLH1
TP53	MMP2
TP53	MRPL27
TP53	MSH2
TP53	MUC2
TP53	MYC
TP53	NDRG1
TP53	NFATC4
TP53	NHLH2
TP53	NINJ1
TP53	NLRC4
TP53	NME1
TP53	NOS2
TP53	OGG1
TP53	P2RX6
TP53	PAX5
TP53	PCBP4
TP53	PCNA
TP53	PDGFRB
TP53	PEG3
TP53	PERP
TP53	PIAS3
TP53	PIDD1
TP53	PLAGL1
TP53	PLK1
TP53	PLK2
TP53	PLK3
TP53	PMAIP1
TP53	PML
TP53	PMS2
TP53	POLD1
TP53	PPM1D
TP53	PPM1J
TP53	PRDM1
TP53	PRG3
TP53	PRKAB1
TP53	PRODH
TP53	PTEN
TP53	PTPA
TP53	PTPN13
TP53	PTTG1
TP53	PYCARD
TP53	RABGGTA
TP53	RAD51
TP53	RAD51B
TP53	RASSF1
TP53	RB1
TP53	RCHY1
TP53	RELA
TP53	RHOA
TP53	RNF144B
TP53	RPS27L
TP53	RRM1
TP53	RRM2B
TP53	S100A2
TP53	S100B
TP53	SCN3B
TP53	SERPINB5
TP53	SERPINE1
TP53	SERTAD1
TP53	SESN1
TP53	SESN2
TP53	SFN
TP53	SH2D1A
TP53	SIAH1
TP53	SIVA1
TP53	SLC2A1
TP53	SLC6A6
TP53	SMPD3
TP53	SSTR2
TP53	STAT1
TP53	STAT3
TP53	STEAP3
TP53	SYK
TP53	TAP1
TP53	TBC1D31
TP53	TBXAS1
TP53	TCEAL1
TP53	TCF7L2
TP53	TENT4A
TP53	TERT
TP53	TGFA
TP53	TGFB1
TP53	THBS1
TP53	TNFRSF10A
TP53	TNFRSF10B
TP53	TNFRSF10C
TP53	TNFRSF10D
TP53	TP53AIP1
TP53	TP53I3
TP53	TP53INP1
TP53	TP53TG1
TP53	TP53TG5
TP53	TP63
TP53	TP73
TP53	TP73:DELTA
TP53	TRIAP1
TP53	TRIM22
TP53	TSC2
TP53	TYMS
TP53	TYRP1
TP53	UBE2L3
TP53	UHRF1
TP53	VCAN
TP53	VDR
TP53	VEGFA
TP53	WRN
TP53	XPC
TP53	ZMAT3
TWIST1	AKT2
TWIST1	CD24
TWIST1	CDH1
TWIST1	CDKN1A
TWIST1	CDKN2A
TWIST1	CLDN7
TWIST1	ESR1
TWIST1	FOS
TWIST1	GLI1
TWIST1	MDM2
TWIST1	MMP2
TWIST1	NR2F1
TWIST1	SRPX
TWIST1	TIMP1
TWIST1	VEGFA
USF1	ABCA1
USF1	APC
USF1	APEX1
USF1	APOA2
USF1	APOA5
USF1	APOC3
USF1	B2M
USF1	BRCA2
USF1	CCNB1
USF1	CD2
USF1	CDK4
USF1	CEACAM1
USF1	CEACAM5
USF1	CEBPA
USF1	CIITA
USF1	CTSB
USF1	CTSD
USF1	CXCR4
USF1	CYP19A1
USF1	CYP1A1
USF1	CYP1A2
USF1	CYP3A4
USF1	FASN
USF1	FBP1
USF1	FCER1A
USF1	FMR1
USF1	GATA5
USF1	GCK
USF1	HMOX1
USF1	HOXB4
USF1	HOXB7
USF1	ID4
USF1	IFNG
USF1	ISG20
USF1	LIPC
USF1	MYH9
USF1	NUP188
USF1	OGN
USF1	P4HA1
USF1	PF4
USF1	PIGR
USF1	PKLR
USF1	PTGDS
USF1	PTGS2
USF1	PTPN6
USF1	S100A6
USF1	SERBP1
USF1	SERPINE1
USF1	SF1
USF1	SLC19A1
USF1	SLC1A3
USF1	SLC22A2
USF1	TCN2
USF1	TERT
USF1	TGFB1
USF1	TGFB2
USF1	TOP3A
USF1	TRIM25
USF1	TYMS
USF2	ABCA1
USF2	APC
USF2	APOA2
USF2	ATP5F1A
USF2	B2M
USF2	BRCA1
USF2	BRCA2
USF2	CD2
USF2	CEACAM1
USF2	CEACAM5
USF2	CTSB
USF2	CTSD
USF2	CXCR4
USF2	CYP19A1
USF2	CYP1A2
USF2	FBP1
USF2	FCER1A
USF2	FMR1
USF2	HMOX1
USF2	HOXB4
USF2	IGF2R
USF2	LIPC
USF2	MYH9
USF2	P4HA1
USF2	PDX1
USF2	PF4
USF2	PIGR
USF2	PKLR
USF2	PTGS2
USF2	PTPN6
USF2	SF1
USF2	SLC19A1
USF2	TCN2
USF2	TERT
USF2	TGFB1
USF2	TGFB2
USF2	THBS1
USF2	TOP3A
VDR	AMH
VDR	ASAP2
VDR	BGLAP
VDR	BHLHE40
VDR	CALB1
VDR	CAMP
VDR	CDH1
VDR	CDKN1A
VDR	CDKN1B
VDR	CYP24A1
VDR	CYP3A4
VDR	CYP7A1
VDR	DDIT4
VDR	EGFR
VDR	ELL
VDR	HOXA10
VDR	IGFBP3
VDR	IL10
VDR	IL12B
VDR	PLD1
VDR	PODXL
VDR	PTH
VDR	PTK2B
VDR	TRPV6
WT1	ABCB1
WT1	AMH
WT1	AR
WT1	BCL2
WT1	CCN2
WT1	CCN3
WT1	CDH1
WT1	CDKN1A
WT1	CIAO1
WT1	EGFR
WT1	ETS1
WT1	IGF1
WT1	IGF1R
WT1	IGF2
WT1	IL2RB
WT1	MYB
WT1	MYC
WT1	MYCN
WT1	NPHS1
WT1	NR5A1
WT1	ODC1
WT1	PAX2
WT1	PDGFA
WT1	PODXL
WT1	SMAD3
WT1	TBXA2R
WT1	TERT
WT1	THBS1
WT1	UBE2I
WT1	VDR
WT1	WTAP
YY1	ACTR5
YY1	ADA
YY1	AFG1L
YY1	APH1A
YY1	ATP13A1
YY1	ATXN10
YY1	CCDC43
YY1	CDK5RAP2
YY1	CEP43
YY1	CETP
YY1	COQ5
YY1	COQ9
YY1	CPSF2
YY1	CREBBP
YY1	CTCF
YY1	CXCR4
YY1	DEK
YY1	DLG1
YY1	DNAJA3
YY1	DNAJB4
YY1	EGFR
YY1	EP300
YY1	EPAS1
YY1	ERBB2
YY1	FAS
YY1	FDPS
YY1	HACD2
YY1	HCFC1
YY1	HNRNPL
YY1	HSD3B2
YY1	HSF1
YY1	HSPA5
YY1	IFNB1
YY1	IL5
YY1	IRAK1
YY1	KAT6A
YY1	LDLR
YY1	LSS
YY1	MANF
YY1	MICU2
YY1	MKLN1
YY1	MRPL46
YY1	MRPS10
YY1	MRPS18B
YY1	MRPS24
YY1	MYC
YY1	NARS1
YY1	NOS2
YY1	NR3C1
YY1	OPRM1
YY1	PAK4
YY1	PBDC1
YY1	PPP2R1A
YY1	PRDM2
YY1	PSMD8
YY1	PTPA
YY1	RAB3GAP1
YY1	RANBP10
YY1	RAVER1
YY1	RNF26
YY1	RNF40
YY1	RPRD2
YY1	SNX27
YY1	SPNS1
YY1	SRP68
