"","source","target","Annotation","Direction","Score"
"7737","RELA","TEK","activated by","<-",1
"7738","RELA","TERT","predicted","-",0.64
"7739","RELA","TGFB1","reaction","-",1
"7740","RELA","TGM2","predicted","-",0.64
"7741","RELA","THBD","GErel: expression","->",1
"7742","RELA","THRB","predicted","-",0.54
"7743","RELA","TIFA","GErel: expression","->",1
"7744","RELA","TLE1","predicted","-",0.64
"7745","RELA","TLR2","PPrel: activated by; PPrel: activated, indirect effect","<-",1
"7746","RELA","TLR4","PPrel: activated by; PPrel: activated, indirect effect","<-",1
"7747","RELA","TLR5","PPrel: activated by","<-",1
"7748","RELA","TNF","GErel: expression; PPrel: activation; activated by; expression regulates; reaction","<->",1
"7749","RELA","TNFAIP3","GErel: expression","->",1
"7750","RELA","TNFRSF10A","expression regulates","->",1
"7751","RELA","TNFRSF10B","expression regulates","->",1
"7752","RELA","TNFRSF11A","PPrel: activated, indirect effect","<-",1
"7753","RELA","TNFRSF1A","PPrel: activated, indirect effect; activated by","<-",1
"7754","RELA","TNFSF10","predicted","-",0.54
"7755","RELA","TNFSF11","predicted","-",0.54
"7756","RELA","TNFSF14","predicted","-",0.54
"7757","RELA","TNIP2","activated by","<-",1
"7758","RELA","TP53","expression regulated by; expression regulates","<->",1
"7759","RELA","TP63","predicted","-",0.54
"7760","RELA","TP73","activated by; inhibite","<-|",1
"7761","RELA","TRADD","activated by","<-",1
"7762","RELA","TRAF1","GErel: expression; activated by","<->",1
"7763","RELA","TRAF2","GErel: expression; activated by","<->",1
"7764","RELA","TRAF3","GErel: expression","->",1
"7765","RELA","TRAF3IP2","PPrel: activated, indirect effect","<-",1
"7766","RELA","TRAF4","GErel: expression","->",1
"7767","RELA","TRAF5","GErel: expression","->",1
"7768","RELA","TRAF6","GErel: expression; PPrel: activated, indirect effect; activated by; catalyzed by; complex; input","<->",1
"7769","RELA","TRIB3","expression regulates","->",1
"7770","RELA","TRIP4","predicted","-",0.64
"7771","RELA","TWF2","expression regulates","->",1
"7772","RELA","TYK2","activated by","<-",1
"7773","RELA","UBA52","complex; input","-",1
"7774","RELA","UBB","complex; input","-",1
"7775","RELA","UBC","complex; input","-",1
"7776","RELA","UBE2C","reaction","-",1
"7777","RELA","UBE2D1","input; reaction","-",1
"7778","RELA","UBE2D2","input","-",1
"7779","RELA","UBE2E1","reaction","-",1
"7780","RELA","UBE2I","input","-",1
"7781","RELA","USF2","predicted","-",0.64
"7782","RELA","UXT","predicted","-",0.64
"7783","RELA","VAV1","PPrel: activated, indirect effect","<-",1
"7784","RELA","VAV2","PPrel: activated, indirect effect","<-",1
"7785","RELA","VAV3","PPrel: activated, indirect effect","<-",1
"7786","RELA","VCAM1","GErel: expression; expression regulates","->",1
"7787","RELA","VEGFA","GErel: expression","->",1
"7788","RELA","VEGFB","GErel: expression","->",1
"7789","RELA","VEGFC","GErel: expression","->",1
"7790","RELA","VENTX","activate; inhibited by","|->",1
"7791","RELA","VIM","GErel: expression","->",1
"7792","RELA","WT1","expression regulates","->",1
"7793","RELA","XCL1","predicted","-",0.54
"7794","RELA","XCL2","predicted","-",0.54
"7795","RELA","XIAP","GErel: expression","->",1
"7796","RELA","XPO1","activated by","<-",1
"7797","RELA","ZDHHC13","predicted","-",0.54
"7798","RELA","ZDHHC17","predicted","-",0.54
"7799","RELA","ZMIZ1","predicted","-",0.54
"7800","RELA","ZMIZ2","predicted","-",0.54
"7801","RELA","ZNF467","activated by; inhibit","<-|",1
"7802","RELA","ZNF638","activated by; inhibit","<-|",1
"7803","RELB","TNIP2","predicted","-",0.64
"7804","RFC4","WDHD1","predicted","-",0.97
"7805","RGS19","RGS20","predicted","-",0.98
"7806","RGS19","VAV1","predicted","-",0.92
"7807","RHOA","SYDE2","catalyzed by","<-",1
"7808","RHOB","SYDE2","catalyzed by","<-",1
"7809","RHOBTB1","SYDE2","catalyzed by","<-",1
"7810","RHOBTB2","SYDE2","catalyzed by","<-",1
"7811","RHOC","SYDE2","catalyzed by","<-",1
"7812","RHOD","SYDE2","catalyzed by","<-",1
"7813","RHOF","SYDE2","catalyzed by","<-",1
"7814","RHOG","SYDE2","catalyzed by","<-",1
"7815","RHOH","SYDE2","catalyzed by","<-",1
"7816","RHOJ","SYDE2","catalyzed by","<-",1
"7817","RHOQ","SYDE2","catalyzed by","<-",1
"7818","RHOT1","SYDE2","catalyzed by","<-",1
"7819","RHOT2","SYDE2","catalyzed by","<-",1
"7820","RHOU","SYDE2","catalyzed by","<-",1
"7821","RHOV","SYDE2","catalyzed by","<-",1
"7822","RIOK1","RPS18","complex","-",1
"7823","RIOK2","RPS18","complex","-",1
"7824","RIOK3","RPS18","input","-",1
"7825","RIPK2","VDAC1","predicted","-",0.64
"7826","RLIM","RNF213","catalyze; catalyzed by; input","<->",1
"7827","RLN1","RXFP2","PPrel: activation","->",1
"7828","RLN2","RXFP2","PPrel: activation; complex; input","->",1
"7829","RLN3","RXFP2","PPrel: activation","->",1
"7830","RNF114","RNF213","catalyze; catalyzed by; input","<->",1
"7831","RNF115","RNF213","catalyze; catalyzed by; input","<->",1
"7832","RNF144B","RNF213","catalyze; catalyzed by; input","<->",1
"7833","RNF19A","RNF213","catalyze; catalyzed by; input","<->",1
"7834","RNF19B","RNF213","catalyze; catalyzed by; input","<->",1
"7835","RNF2","RRM1","predicted","-",0.64
"7836","RNF213","RNF217","catalyze; catalyzed by; input","<->",1
"7837","RNF213","RPS27A","catalyze; catalyzed by; complex; input","<->",1
"7838","RNF213","SIAH1","catalyze; catalyzed by; input","<->",1
"7839","RNF213","SIAH2","catalyze; catalyzed by; input","<->",1
"7840","RNF213","SKP1","catalyze; catalyzed by; input","<->",1
"7841","RNF213","SKP2","catalyze; catalyzed by; input","<->",1
"7842","RNF213","SMURF2","catalyze; catalyzed by; input","<->",1
"7843","RNF213","SPSB1","catalyze; catalyzed by; input","<->",1
"7844","RNF213","TRIM21","catalyze; catalyzed by; input","<->",1
"7845","RNF213","TRIM23","predicted","-",0.64
"7846","RNF213","TRIM36","catalyze; catalyzed by; input","<->",1
"7847","RNF213","TRIM69","catalyze; catalyzed by; input","<->",1
"7848","RNF213","TRIP12","catalyze; catalyzed by; input","<->",1
"7849","RNF213","UBA52","catalyze; catalyzed by; complex; input","<->",1
"7850","RNF213","UBB","catalyze; catalyzed by; complex; input","<->",1
"7851","RNF213","UBC","catalyze; catalyzed by; complex; input","<->",1
"7852","RNF213","UBE2A","catalyze; complex; input","->",1
"7853","RNF213","UBR2","catalyze; catalyzed by; input","<->",1
"7854","RNF213","UNKL","catalyze; catalyzed by; input","<->",1
"7855","RNF213","WSB1","catalyze; catalyzed by; input","<->",1
"7856","RNF213","ZNRF1","catalyze; catalyzed by; input","<->",1
"7857","RNF213","ZNRF2","catalyze; catalyzed by; input","<->",1
"7858","RNF43","RSPO3","PPrel: inhibited by; complex; input","|-",1
"7859","RNGTT","RNMT","complex; input","-",1
"7860","RNGTT","SUPT5H","complex; input","-",1
"7861","RNPS1","RPL24","complex; input","-",1
"7862","RNPS1","RPL3","complex; input","-",1
"7863","RNPS1","RPS18","complex; input","-",1
"7864","RNPS1","UPF2","complex","-",1
"7865","ROR2","SOX14","predicted","-",0.64
"7866","ROR2","TMEM17","predicted","-",0.64
"7867","ROR2","TPTE","predicted","-",0.64
"7868","ROR2","VANGL2","complex; input","-",1
"7869","ROR2","WNT1","predicted","-",0.64
"7870","ROR2","WNT5A","complex; input","-",1
"7871","ROR2","WNT5B","predicted","-",0.64
"7872","ROR2","ZMYM4","predicted","-",0.64
"7873","RORA","TGS1","reaction","-",1
"7874","RPL10","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7875","RPL10","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7876","RPL10","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7877","RPL10","UPF2","complex; input","-",1
"7878","RPL10A","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7879","RPL10A","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7880","RPL10A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7881","RPL10A","UPF2","complex; input","-",1
"7882","RPL10L","RPL24","predicted","-",0.99
"7883","RPL10L","RPL3","predicted","-",0.64
"7884","RPL11","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7885","RPL11","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7886","RPL11","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7887","RPL11","UPF2","complex; input","-",1
"7888","RPL12","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7889","RPL12","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7890","RPL12","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7891","RPL12","UPF2","complex; input","-",1
"7892","RPL13","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7893","RPL13","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7894","RPL13","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7895","RPL13","UPF2","complex; input","-",1
"7896","RPL13A","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7897","RPL13A","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7898","RPL13A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7899","RPL13A","UPF2","complex; input","-",1
"7900","RPL14","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7901","RPL14","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7902","RPL14","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7903","RPL14","UPF2","complex; input","-",1
"7904","RPL15","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7905","RPL15","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7906","RPL15","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7907","RPL15","UPF2","complex; input","-",1
"7908","RPL17","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7909","RPL17","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7910","RPL17","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7911","RPL17","UPF2","complex; input","-",1
"7912","RPL18","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7913","RPL18","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7914","RPL18","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7915","RPL18","UPF2","complex; input","-",1
"7916","RPL18A","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7917","RPL18A","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7918","RPL18A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7919","RPL18A","UPF2","complex; input","-",1
"7920","RPL19","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7921","RPL19","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7922","RPL19","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7923","RPL19","UPF2","complex; input","-",1
"7924","RPL21","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7925","RPL21","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7926","RPL21","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7927","RPL21","UPF2","complex; input","-",1
"7928","RPL22","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7929","RPL22","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7930","RPL22","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7931","RPL22","UPF2","complex; input","-",1
"7932","RPL23","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7933","RPL23","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7934","RPL23","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7935","RPL23","UPF2","complex; input","-",1
"7936","RPL23A","RPL24","catalyze; catalyzed by; complex; input","<->",1
"7937","RPL23A","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7938","RPL23A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7939","RPL23A","UPF2","complex; input","-",1
"7940","RPL24","RPL26","catalyze; catalyzed by; complex; input","<->",1
"7941","RPL24","RPL27","catalyze; catalyzed by; complex; input","<->",1
"7942","RPL24","RPL27A","catalyze; catalyzed by; complex; input","<->",1
"7943","RPL24","RPL28","catalyze; catalyzed by; complex; input","<->",1
"7944","RPL24","RPL29","catalyze; catalyzed by; complex; input","<->",1
"7945","RPL24","RPL3","catalyze; catalyzed by; complex; input","<->",1
"7946","RPL24","RPL30","catalyze; catalyzed by; complex; input","<->",1
"7947","RPL24","RPL31","catalyze; catalyzed by; complex; input","<->",1
"7948","RPL24","RPL32","catalyze; catalyzed by; complex; input","<->",1
"7949","RPL24","RPL34","catalyze; catalyzed by; complex; input","<->",1
"7950","RPL24","RPL35","catalyze; catalyzed by; complex; input","<->",1
"7951","RPL24","RPL35A","catalyze; catalyzed by; complex; input","<->",1
"7952","RPL24","RPL36","catalyze; catalyzed by; complex; input","<->",1
"7953","RPL24","RPL36A","catalyze; catalyzed by; complex; input","<->",1
"7954","RPL24","RPL37","catalyze; catalyzed by; complex; input","<->",1
"7955","RPL24","RPL37A","catalyze; catalyzed by; complex; input","<->",1
"7956","RPL24","RPL38","catalyze; catalyzed by; complex; input","<->",1
"7957","RPL24","RPL39","catalyze; catalyzed by; complex; input","<->",1
"7958","RPL24","RPL3L","predicted","-",1
"7959","RPL24","RPL4","catalyze; catalyzed by; complex; input","<->",1
"7960","RPL24","RPL41","catalyze; catalyzed by; complex; input","<->",1
"7961","RPL24","RPL5","catalyze; catalyzed by; complex; input","<->",1
"7962","RPL24","RPL6","catalyze; catalyzed by; complex; input","<->",1
"7963","RPL24","RPL7","catalyze; catalyzed by; complex; input; predicted","<->",1
"7964","RPL24","RPL7A","catalyze; catalyzed by; complex; input","<->",1
"7965","RPL24","RPL7L1","predicted","-",0.98
"7966","RPL24","RPL8","catalyze; catalyzed by; complex; input","<->",1
"7967","RPL24","RPL9","catalyze; catalyzed by; complex; input","<->",1
"7968","RPL24","RPLP0","catalyze; catalyzed by; complex; input","<->",1
"7969","RPL24","RPLP1","catalyze; catalyzed by; complex; input","<->",1
"7970","RPL24","RPLP2","catalyze; catalyzed by; complex; input","<->",1
"7971","RPL24","RPN1","complex; input","-",1
"7972","RPL24","RPN2","complex; input","-",1
"7973","RPL24","RPS10","catalyze; catalyzed by; complex; input","<->",1
"7974","RPL24","RPS11","catalyze; catalyzed by; complex; input","<->",1
"7975","RPL24","RPS12","catalyze; catalyzed by; complex; input","<->",1
"7976","RPL24","RPS13","catalyze; catalyzed by; complex; input","<->",1
"7977","RPL24","RPS14","catalyze; catalyzed by; complex; input","<->",1
"7978","RPL24","RPS15","catalyze; catalyzed by; complex; input","<->",1
"7979","RPL24","RPS15A","catalyze; catalyzed by; complex; input","<->",1
"7980","RPL24","RPS16","catalyze; catalyzed by; complex; input","<->",1
"7981","RPL24","RPS17","catalyze; catalyzed by; complex; input","<->",1
"7982","RPL24","RPS18","catalyze; catalyzed by; complex; input","<->",1
"7983","RPL24","RPS19","catalyze; catalyzed by; complex; input","<->",1
"7984","RPL24","RPS2","catalyze; catalyzed by; complex; input","<->",1
"7985","RPL24","RPS20","catalyze; catalyzed by; complex; input","<->",1
"7986","RPL24","RPS21","catalyze; catalyzed by; complex; input","<->",1
"7987","RPL24","RPS23","catalyze; catalyzed by; complex; input","<->",1
"7988","RPL24","RPS24","catalyze; catalyzed by; complex; input","<->",1
"7989","RPL24","RPS25","catalyze; catalyzed by; complex; input","<->",1
"7990","RPL24","RPS26","catalyze; catalyzed by; complex; input","<->",1
"7991","RPL24","RPS27","catalyze; catalyzed by; complex; input","<->",1
"7992","RPL24","RPS27A","catalyze; catalyzed by; complex; input","<->",1
"7993","RPL24","RPS27L","predicted","-",0.64
"7994","RPL24","RPS28","catalyze; catalyzed by; complex; input","<->",1
"7995","RPL24","RPS29","catalyze; catalyzed by; complex; input","<->",1
"7996","RPL24","RPS3","catalyze; catalyzed by; complex; input","<->",1
"7997","RPL24","RPS3A","catalyze; catalyzed by; complex; input","<->",1
"7998","RPL24","RPS4X","catalyze; catalyzed by; complex; input","<->",1
"7999","RPL24","RPS4Y1","catalyze; catalyzed by; complex; input","<->",1
"8000","RPL24","RPS5","catalyze; catalyzed by; complex; input","<->",1
"8001","RPL24","RPS6","catalyze; catalyzed by; complex; input","<->",1
"8002","RPL24","RPS6KB2","predicted","-",0.64
"8003","RPL24","RPS7","catalyze; catalyzed by; complex; input","<->",1
"8004","RPL24","RPS8","catalyze; catalyzed by; complex; input","<->",1
"8005","RPL24","RPS9","catalyze; catalyzed by; complex; input","<->",1
"8006","RPL24","RPSA","catalyze; catalyzed by; complex; input","<->",1
"8007","RPL24","SEC11A","catalyzed by","<-",1
"8008","RPL24","SEC11C","catalyzed by","<-",1
"8009","RPL24","SEC61B","complex; input","-",1
"8010","RPL24","SEC61G","complex; input","-",1
"8011","RPL24","SECISBP2","complex; input","-",1
"8012","RPL24","SMG1","complex; input","-",1
"8013","RPL24","SMG5","complex; input","-",1
"8014","RPL24","SMG6","complex; input","-",1
"8015","RPL24","SMG7","complex; input","-",1
"8016","RPL24","SPCS1","catalyzed by","<-",1
"8017","RPL24","SPCS2","catalyzed by","<-",1
"8018","RPL24","SPCS3","catalyzed by","<-",1
"8019","RPL24","SRP14","complex; input","-",1
"8020","RPL24","SRP19","complex; input","-",1
"8021","RPL24","SRP54","complex; input","-",1
"8022","RPL24","SRP68","complex; input","-",1
"8023","RPL24","SRP72","complex; input","-",1
"8024","RPL24","SRP9","complex; input","-",1
"8025","RPL24","SRPRB","complex; input","-",1
"8026","RPL24","SSR1","complex; input","-",1
"8027","RPL24","SSR2","complex; input","-",1
"8028","RPL24","SSR3","complex; input","-",1
"8029","RPL24","SSR4","complex; input","-",1
"8030","RPL24","TPT1","predicted","-",0.59
"8031","RPL24","TRAM1","complex; input","-",1
"8032","RPL24","UBA52","catalyze; catalyzed by; complex; input","<->",1
"8033","RPL24","UPF1","complex; input","-",1
"8034","RPL24","UPF2","complex; input","-",1
"8035","RPL24","UPF3A","complex; input","-",1
"8036","RPL24","UPF3B","complex; input","-",1
"8037","RPL24","WDR74","predicted","-",0.66
"8038","RPL24","XPO1","predicted","-",0.73
"8039","RPL26","RPL3","catalyze; catalyzed by; complex; input","<->",1
"8040","RPL26","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8041","RPL26","UPF2","complex; input","-",1
"8042","RPL27","RPL3","catalyze; catalyzed by; complex; input","<->",1
"8043","RPL27","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8044","RPL27","UPF2","complex; input","-",1
"8045","RPL27A","RPL3","catalyze; catalyzed by; complex; input","<->",1
"8046","RPL27A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8047","RPL27A","UPF2","complex; input","-",1
"8048","RPL28","RPL3","catalyze; catalyzed by; complex; input","<->",1
"8049","RPL28","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8050","RPL28","UPF2","complex; input","-",1
"8051","RPL29","RPL3","catalyze; catalyzed by; complex; input","<->",1
"8052","RPL29","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8053","RPL29","UPF2","complex; input","-",1
"8054","RPL3","RPL30","catalyze; catalyzed by; complex; input","<->",1
"8055","RPL3","RPL31","catalyze; catalyzed by; complex; input","<->",1
"8056","RPL3","RPL32","catalyze; catalyzed by; complex; input","<->",1
"8057","RPL3","RPL34","catalyze; catalyzed by; complex; input","<->",1
"8058","RPL3","RPL35","catalyze; catalyzed by; complex; input","<->",1
"8059","RPL3","RPL35A","catalyze; catalyzed by; complex; input","<->",1
"8060","RPL3","RPL36","catalyze; catalyzed by; complex; input","<->",1
"8061","RPL3","RPL36A","catalyze; catalyzed by; complex; input","<->",1
"8062","RPL3","RPL36AL","predicted","-",0.98
"8063","RPL3","RPL37","catalyze; catalyzed by; complex; input","<->",1
"8064","RPL3","RPL37A","catalyze; catalyzed by; complex; input","<->",1
"8065","RPL3","RPL38","catalyze; catalyzed by; complex; input","<->",1
"8066","RPL3","RPL39","catalyze; catalyzed by; complex; input","<->",1
"8067","RPL3","RPL4","catalyze; catalyzed by; complex; input","<->",1
"8068","RPL3","RPL41","catalyze; catalyzed by; complex; input","<->",1
"8069","RPL3","RPL5","catalyze; catalyzed by; complex; input","<->",1
"8070","RPL3","RPL6","catalyze; catalyzed by; complex; input","<->",1
"8071","RPL3","RPL7","catalyze; catalyzed by; complex; input","<->",1
"8072","RPL3","RPL7A","catalyze; catalyzed by; complex; input","<->",1
"8073","RPL3","RPL8","catalyze; catalyzed by; complex; input","<->",1
"8074","RPL3","RPL9","catalyze; catalyzed by; complex; input","<->",1
"8075","RPL3","RPLP0","catalyze; catalyzed by; complex; input","<->",1
"8076","RPL3","RPLP1","catalyze; catalyzed by; complex; input","<->",1
"8077","RPL3","RPLP2","catalyze; catalyzed by; complex; input","<->",1
"8078","RPL3","RPN1","complex; input","-",1
"8079","RPL3","RPN2","complex; input","-",1
"8080","RPL3","RPS10","catalyze; catalyzed by; complex; input","<->",1
"8081","RPL3","RPS11","catalyze; catalyzed by; complex; input","<->",1
"8082","RPL3","RPS12","catalyze; catalyzed by; complex; input","<->",1
"8083","RPL3","RPS13","catalyze; catalyzed by; complex; input","<->",1
"8084","RPL3","RPS14","catalyze; catalyzed by; complex; input","<->",1
"8085","RPL3","RPS15","catalyze; catalyzed by; complex; input","<->",1
"8086","RPL3","RPS15A","catalyze; catalyzed by; complex; input","<->",1
"8087","RPL3","RPS16","catalyze; catalyzed by; complex; input","<->",1
"8088","RPL3","RPS17","catalyze; catalyzed by; complex; input","<->",1
"8089","RPL3","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8090","RPL3","RPS19","catalyze; catalyzed by; complex; input","<->",1
"8091","RPL3","RPS2","catalyze; catalyzed by; complex; input","<->",1
"8092","RPL3","RPS20","catalyze; catalyzed by; complex; input","<->",1
"8093","RPL3","RPS21","catalyze; catalyzed by; complex; input","<->",1
"8094","RPL3","RPS23","catalyze; catalyzed by; complex; input","<->",1
"8095","RPL3","RPS24","catalyze; catalyzed by; complex; input","<->",1
"8096","RPL3","RPS25","catalyze; catalyzed by; complex; input","<->",1
"8097","RPL3","RPS26","catalyze; catalyzed by; complex; input","<->",1
"8098","RPL3","RPS27","catalyze; catalyzed by; complex; input","<->",1
"8099","RPL3","RPS27A","catalyze; catalyzed by; complex; input","<->",1
"8100","RPL3","RPS28","catalyze; catalyzed by; complex; input","<->",1
"8101","RPL3","RPS29","catalyze; catalyzed by; complex; input","<->",1
"8102","RPL3","RPS3","catalyze; catalyzed by; complex; input","<->",1
"8103","RPL3","RPS3A","catalyze; catalyzed by; complex; input","<->",1
"8104","RPL3","RPS4X","catalyze; catalyzed by; complex; input","<->",1
"8105","RPL3","RPS4Y1","catalyze; catalyzed by; complex; input","<->",1
"8106","RPL3","RPS5","catalyze; catalyzed by; complex; input","<->",1
"8107","RPL3","RPS6","catalyze; catalyzed by; complex; input","<->",1
"8108","RPL3","RPS7","catalyze; catalyzed by; complex; input","<->",1
"8109","RPL3","RPS8","catalyze; catalyzed by; complex; input","<->",1
"8110","RPL3","RPS9","catalyze; catalyzed by; complex; input","<->",1
"8111","RPL3","RPSA","catalyze; catalyzed by; complex; input","<->",1
"8112","RPL3","RRS1","predicted","-",0.99
"8113","RPL3","RSL24D1","predicted","-",0.96
"8114","RPL3","SEC11A","catalyzed by","<-",1
"8115","RPL3","SEC11C","catalyzed by","<-",1
"8116","RPL3","SEC61B","complex; input","-",1
"8117","RPL3","SEC61G","complex; input","-",1
"8118","RPL3","SECISBP2","complex; input","-",1
"8119","RPL3","SMG1","complex; input","-",1
"8120","RPL3","SMG5","complex; input","-",1
"8121","RPL3","SMG6","complex; input","-",1
"8122","RPL3","SMG7","complex; input","-",1
"8123","RPL3","SPCS1","catalyzed by","<-",1
"8124","RPL3","SPCS2","catalyzed by","<-",1
"8125","RPL3","SPCS3","catalyzed by","<-",1
"8126","RPL3","SRP14","complex; input","-",1
"8127","RPL3","SRP19","complex; input","-",1
"8128","RPL3","SRP54","complex; input","-",1
"8129","RPL3","SRP68","complex; input","-",1
"8130","RPL3","SRP72","complex; input","-",1
"8131","RPL3","SRP9","complex; input","-",1
"8132","RPL3","SRPRB","complex; input","-",1
"8133","RPL3","SSR1","complex; input","-",1
"8134","RPL3","SSR2","complex; input","-",1
"8135","RPL3","SSR3","complex; input","-",1
"8136","RPL3","SSR4","complex; input","-",1
"8137","RPL3","TRAM1","complex; input","-",1
"8138","RPL3","UBA52","catalyze; catalyzed by; complex; input","<->",1
"8139","RPL3","UPF1","complex; input","-",1
"8140","RPL3","UPF2","complex; input","-",1
"8141","RPL3","UPF3A","complex; input","-",1
"8142","RPL3","UPF3B","complex; input","-",1
"8143","RPL3","YWHAG","predicted","-",0.73
"8144","RPL30","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8145","RPL30","UPF2","complex; input","-",1
"8146","RPL31","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8147","RPL31","UPF2","complex; input","-",1
"8148","RPL32","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8149","RPL32","UPF2","complex; input","-",1
"8150","RPL34","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8151","RPL34","UPF2","complex; input","-",1
"8152","RPL35","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8153","RPL35","UPF2","complex; input","-",1
"8154","RPL35A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8155","RPL35A","UPF2","complex; input","-",1
"8156","RPL36","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8157","RPL36","UPF2","complex; input","-",1
"8158","RPL36A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8159","RPL36A","UPF2","complex; input","-",1
"8160","RPL37","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8161","RPL37","UPF2","complex; input","-",1
"8162","RPL37A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8163","RPL37A","UPF2","complex; input","-",1
"8164","RPL38","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8165","RPL38","UPF2","complex; input","-",1
"8166","RPL39","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8167","RPL39","UPF2","complex; input","-",1
"8168","RPL3L","RPS18","predicted","-",0.64
"8169","RPL4","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8170","RPL4","UPF2","complex; input","-",1
"8171","RPL41","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8172","RPL41","UPF2","complex; input","-",1
"8173","RPL5","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8174","RPL5","UPF2","complex; input","-",1
"8175","RPL6","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8176","RPL6","UPF2","complex; input","-",1
"8177","RPL7","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8178","RPL7","UPF2","complex; input","-",1
"8179","RPL7A","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8180","RPL7A","UPF2","complex; input","-",1
"8181","RPL8","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8182","RPL8","UPF2","complex; input","-",1
"8183","RPL9","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8184","RPL9","UPF2","complex; input","-",1
"8185","RPLP0","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8186","RPLP0","UPF2","complex; input","-",1
"8187","RPLP1","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8188","RPLP1","UPF2","complex; input","-",1
"8189","RPLP2","RPS18","catalyze; catalyzed by; complex; input","<->",1
"8190","RPLP2","UPF2","complex; input","-",1
"8191","RPN1","RPS18","complex; input","-",1
"8192","RPN1","VDAC1","predicted","-",0.78
"8193","RPN2","RPS18","complex; input","-",1
"8194","RPP14","RPS18","complex","-",1
"8195","RPP21","RPS18","complex","-",1
"8196","RPP25","RPS18","complex","-",1
