"source"	"target"	"Annotation"	"Direction"	"Score"
"PDK2"	"PDK4"	"inhibit"	"-|"	1
"PDK2"	"PIK3R2"	"predicted"	"-"	0.54
"PDK2"	"PPARD"	"activated by; inhibite"	"<-|"	1
"PDK2"	"PRKCA"	"activate"	"->"	1
"PDK2"	"PRKCB"	"activate"	"->"	1
"PDK2"	"RPS6KB1"	"activate"	"->"	1
"PDK2"	"RXRA"	"activated by; inhibite"	"<-|"	1
"PDK2"	"SGK1"	"predicted"	"-"	0.64
"PDK2"	"USF1"	"expression regulated by"	"<-"	1
"PDLIM2"	"TGFB1"	"predicted"	"-"	0.64
"PDPK1"	"PTEN"	"inhibited by"	"|-"	1
"PDPK1"	"SRC"	"complex"	"-"	1
"PDX1"	"PRKACB"	"PPrel: activated by"	"<-"	1
"PEBP1"	"PPP2CA"	"inhibit"	"-|"	1
"PEBP1"	"PPP2R5E"	"inhibit"	"-|"	1
"PECAM1"	"SRC"	"catalyzed by"	"<-"	1
"PELP1"	"SRC"	"complex; input"	"-"	1
"PEX11B"	"PEX3"	"complex; input"	"-"	1
"PEX12"	"PEX3"	"complex; input"	"-"	1
"PEX13"	"PEX3"	"complex; input"	"-"	1
"PEX14"	"PEX3"	"complex; input"	"-"	1
"PEX16"	"PEX3"	"complex; input"	"-"	1
"PEX19"	"PEX3"	"complex; input"	"-"	1
"PEX2"	"PEX3"	"complex; input"	"-"	1
"PEX26"	"PEX3"	"complex; input"	"-"	1
"PEX3"	"PXMP2"	"complex; input"	"-"	1
"PEX3"	"PXMP4"	"complex; input"	"-"	1
"PEX3"	"SLC25A17"	"complex; input"	"-"	1
"PFDN1"	"PPP2CA"	"predicted"	"-"	0.64
"PFDN1"	"TUBB3"	"complex; input"	"-"	1
"PFDN2"	"TUBB3"	"complex; input"	"-"	1
"PFDN4"	"TUBB3"	"complex; input"	"-"	1
"PFDN5"	"TUBB3"	"complex; input"	"-"	1
"PFDN6"	"TUBB3"	"complex; input"	"-"	1
"PFKFB1"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PFKP"	"SP3"	"expression regulated by"	"<-"	1
"PFN1"	"TGFB1"	"predicted"	"-"	0.65
"PGGT1B"	"RABGGTA"	"predicted"	"-"	1
"PGGT1B"	"STX3"	"predicted"	"-"	0.56
"PGR"	"PRKACB"	"ECrel: compound"	"-"	1
"PGR"	"SRC"	"predicted"	"-"	0.64
"PHAX"	"POU2F2"	"complex; input"	"-"	1
"PHAX"	"TAF5"	"complex; input"	"-"	1
"PHAX"	"ZNF143"	"complex; input"	"-"	1
"PHC1"	"PHC3"	"complex"	"-"	1
"PHC2"	"PHC3"	"complex"	"-"	1
"PHC3"	"RING1"	"complex"	"-"	1
"PHC3"	"RNF2"	"complex"	"-"	1
"PHC3"	"RYBP"	"complex"	"-"	1
"PHC3"	"SCMH1"	"complex"	"-"	1
"PHC3"	"SUMO1"	"catalyze; complex; input"	"->"	1
"PHC3"	"SUMO2"	"catalyze"	"->"	1
"PHC3"	"SUMO3"	"catalyze"	"->"	1
"PHC3"	"UBE2I"	"catalyze; input"	"->"	1
"PHF21A"	"SP3"	"predicted"	"-"	0.64
"PHF5A"	"SLU7"	"input"	"-"	1
"PHKA1"	"PHKB"	"complex"	"-"	1
"PHKA1"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKA2"	"PHKB"	"complex"	"-"	1
"PHKA2"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKB"	"PHKG1"	"complex"	"-"	1
"PHKB"	"PHKG2"	"complex"	"-"	1
"PHKB"	"PPP1CA"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1CB"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1CC"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3A"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3B"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3C"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3D"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3E"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PPP1R3F"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PHKB"	"PRKACA"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKB"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKB"	"PRKACG"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKB"	"PYGB"	"PPrel: activation, phosphorylation; catalyze"	"->"	1
"PHKB"	"PYGL"	"PPrel: activation, phosphorylation; catalyze"	"->"	1
"PHKB"	"PYGM"	"PPrel: activation, phosphorylation; catalyze"	"->"	1
"PHKG1"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PHKG2"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PI4K2A"	"PTEN"	"ECrel: compound"	"-"	1
"PI4K2B"	"PTEN"	"ECrel: compound"	"-"	1
"PI4KA"	"PTEN"	"ECrel: compound"	"-"	1
"PI4KB"	"PTEN"	"ECrel: compound"	"-"	1
"PIAS1"	"SP3"	"catalyze"	"->"	1
"PIH1D1"	"RPTOR"	"predicted"	"-"	0.64
"PIK3C2A"	"PTEN"	"ECrel: compound"	"-"	1
"PIK3C2A"	"TF"	"complex; input"	"-"	1
"PIK3C2B"	"PTEN"	"ECrel: compound; activate; inhibited by"	"|->"	1
"PIK3C2B VARIANT PROTEIN"	"PTEN"	"ECrel: compound"	"-"	1
"PIK3C2G"	"PTEN"	"ECrel: compound"	"-"	1
"PIK3C3"	"PTEN"	"ECrel: compound; inhibited by"	"|-"	1
"PIK3CA"	"PTEN"	"ECrel: compound; activate; inhibited by"	"|->"	1
"PIK3CA"	"PXN"	"activate"	"->"	1
"PIK3CA"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; activated by; complex; input; reaction"	"<->"	1
"PIK3CA VARIANT PROTEIN"	"PTEN"	"ECrel: compound"	"-"	1
"PIK3CA VARIANT PROTEIN"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation"	"<->"	1
"PIK3CB"	"PTEN"	"ECrel: compound; inhibited by"	"|-"	1
"PIK3CB"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; complex; input"	"<->"	1
"PIK3CD"	"PTEN"	"ECrel: compound; inhibited by"	"|-"	1
"PIK3CD"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation"	"<->"	1
"PIK3CG"	"PTEN"	"inhibited by"	"|-"	1
"PIK3CG"	"SRC"	"PPrel"	"-"	1
"PIK3R1"	"PTEN"	"ECrel: compound; activate; inhibited by"	"|->"	1
"PIK3R1"	"PXN"	"activate"	"->"	1
"PIK3R1"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; activated by; complex; input; reaction"	"<->"	1
"PIK3R2"	"PTEN"	"ECrel: compound; inhibited by"	"|-"	1
"PIK3R2"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation; complex; input"	"<->"	1
"PIK3R3"	"PTEN"	"ECrel: compound; inhibited by"	"|-"	1
"PIK3R3"	"SRC"	"PPrel: activated by; PPrel: activated by, phosphorylation; PPrel: activation"	"<->"	1
"PIK3R5"	"SRC"	"PPrel"	"-"	1
"PIK3R6"	"SRC"	"PPrel"	"-"	1
"PIK4CA VARIANT PROTEIN"	"PTEN"	"ECrel: compound"	"-"	1
"PIKFYVE"	"PTEN"	"ECrel: compound"	"-"	1
"PIM1"	"PPP2CA"	"predicted"	"-"	0.64
"PIN1"	"PPP2CA"	"complex; reaction"	"-"	1
"PINK1"	"PTEN"	"predicted"	"-"	0.64
"PIP4K2A"	"PTEN"	"ECrel: compound"	"-"	1
"PIP4K2B"	"PTEN"	"ECrel: compound"	"-"	1
"PIP4K2C"	"PTEN"	"ECrel: compound"	"-"	1
"PIP4P1"	"PTEN"	"ECrel: compound"	"-"	1
"PIP4P2"	"PTEN"	"ECrel: compound"	"-"	1
"PIP5K1A"	"PTEN"	"ECrel: compound"	"-"	1
"PIP5K1B"	"PTEN"	"ECrel: compound"	"-"	1
"PIP5K1C"	"PTEN"	"ECrel: compound"	"-"	1
"PJA2"	"UBE2L6"	"predicted"	"-"	0.98
"PKIA"	"PRKACB"	"PPrel: inhibition"	"-|"	1
"PKM"	"PRKACB"	"PPrel: inhibited by, phosphorylated by"	"|-"	1
"PLA2G10"	"TUBB3"	"predicted"	"-"	0.64
"PLA2R1"	"TGFB1"	"PPrel: activation, indirect effect"	"->"	1
"PLAGL2"	"VEZF1"	"predicted"	"-"	0.98
"PLAU"	"SERPINA1"	"predicted"	"-"	0.54
"PLAU"	"SRC"	"activate"	"->"	1
"PLAUR"	"SRC"	"activate"	"->"	1
"PLCB1"	"PTEN"	"ECrel: compound"	"-"	1
"PLCB2"	"PTEN"	"ECrel: compound"	"-"	1
"PLCB3"	"PTEN"	"ECrel: compound"	"-"	1
"PLCB4"	"PTEN"	"ECrel: compound"	"-"	1
"PLCD1"	"PTEN"	"ECrel: compound"	"-"	1
"PLCD3"	"PTEN"	"ECrel: compound"	"-"	1
"PLCD4"	"PTEN"	"ECrel: compound"	"-"	1
"PLCE1"	"PTEN"	"ECrel: compound"	"-"	1
"PLCG1"	"PTEN"	"ECrel: compound"	"-"	1
"PLCG1"	"SRC"	"activated by; catalyzed by; complex; input; reaction"	"<-"	1
"PLCG1"	"UBE2L6"	"catalyzed by; input"	"<-"	1
"PLCG1 VARIANT PROTEIN"	"PTEN"	"ECrel: compound"	"-"	1
"PLCG2"	"PTEN"	"ECrel: compound"	"-"	1
"PLCG2"	"SRC"	"complex; input"	"-"	1
"PLCZ1"	"PTEN"	"ECrel: compound"	"-"	1
"PLEKHA1"	"PTEN"	"predicted"	"-"	0.64
"PLG"	"TGFB1"	"activate"	"->"	1
"PLIN1"	"PRKACB"	"PPrel: activated by, phosphorylation; catalyzed by"	"<-"	1
"PLIN2"	"VPS37A"	"activated by"	"<-"	1
"PLIN3"	"VPS37A"	"activated by"	"<-"	1
"PLK1"	"PPP2CA"	"activate; inhibited by"	"|->"	1
"PLK1"	"PTEN"	"predicted"	"-"	0.64
"PLK1"	"TUBB3"	"predicted"	"-"	0.64
"PLK3"	"PTEN"	"predicted"	"-"	0.54
"PLN"	"PRKACB"	"PPrel: activated by, phosphorylation; PPrel: inhibited by, phosphorylated by"	"-"	1
"PLOD1"	"PLOD2"	"catalyze; catalyzed by; input"	"<->"	1
"PLOD1"	"PLOD3"	"catalyze; catalyzed by; input"	"<->"	1
"PLOD1"	"SRF"	"expression regulated by"	"<-"	1
"PLRG1"	"SLU7"	"input"	"-"	1
"PML"	"PTEN"	"inhibit"	"-|"	1
"PML"	"RPTOR"	"complex; input"	"-"	1
"PNRC2"	"PPP2CA"	"input"	"-"	1
"PNRC2"	"SMG1"	"input"	"-"	1
"POLDIP3"	"SLU7"	"complex; input"	"-"	1
"POLG"	"POLG2"	"predicted"	"-"	1
"POLG2"	"RPS3"	"predicted"	"-"	0.64
"POLG2"	"SMARCB1"	"expression regulated by"	"<-"	1
"POLG2"	"SP1"	"expression regulated by"	"<-"	1
"POLH"	"UBE2L6"	"complex; input"	"-"	1
"POLI"	"UBE2L6"	"complex; input"	"-"	1
"POLK"	"UBE2L6"	"complex; input"	"-"	1
"POLR1C"	"ZNF143"	"complex; input"	"-"	1
"POLR1D"	"ZNF143"	"complex; input"	"-"	1
"POLR2"	"SUPT6H"	"predicted"	"-"	0.99
"POLR2A"	"POU2F2"	"complex; expression regulated by; input"	"<-"	1
"POLR2A"	"SLU7"	"input"	"-"	1
"POLR2A"	"SUPT6H"	"complex; input"	"-"	1
"POLR2A"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2A"	"ZNF143"	"complex; input"	"-"	1
"POLR2B"	"POU2F2"	"complex; input"	"-"	1
"POLR2B"	"SLU7"	"input"	"-"	1
"POLR2B"	"SUPT6H"	"complex; input"	"-"	1
"POLR2B"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2B"	"ZNF143"	"complex; input"	"-"	1
"POLR2C"	"POU2F2"	"complex; input"	"-"	1
"POLR2C"	"SLU7"	"input"	"-"	1
"POLR2C"	"SUPT6H"	"complex; input"	"-"	1
"POLR2C"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2C"	"ZNF143"	"complex; input"	"-"	1
"POLR2D"	"POU2F2"	"complex; input"	"-"	1
"POLR2D"	"SLU7"	"input"	"-"	1
"POLR2D"	"SUPT6H"	"complex; input"	"-"	1
"POLR2D"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2D"	"ZNF143"	"complex; input"	"-"	1
"POLR2E"	"POU2F2"	"complex; input"	"-"	1
"POLR2E"	"SLU7"	"input"	"-"	1
"POLR2E"	"SUPT6H"	"complex; input"	"-"	1
"POLR2E"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2E"	"ZNF143"	"complex; input"	"-"	1
"POLR2F"	"POU2F2"	"complex; input"	"-"	1
"POLR2F"	"SLU7"	"input"	"-"	1
"POLR2F"	"SUPT6H"	"complex; input"	"-"	1
"POLR2F"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2F"	"ZNF143"	"complex; input"	"-"	1
"POLR2G"	"POU2F2"	"complex; input"	"-"	1
"POLR2G"	"SLU7"	"input"	"-"	1
"POLR2G"	"SUPT6H"	"complex; input"	"-"	1
"POLR2G"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2G"	"ZNF143"	"complex; input"	"-"	1
"POLR2H"	"POU2F2"	"complex; input"	"-"	1
"POLR2H"	"SLU7"	"input"	"-"	1
"POLR2H"	"SUPT6H"	"complex; input"	"-"	1
"POLR2H"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2H"	"ZNF143"	"complex; input"	"-"	1
"POLR2I"	"POU2F2"	"complex; input"	"-"	1
"POLR2I"	"SLU7"	"input"	"-"	1
"POLR2I"	"SUPT6H"	"complex; input"	"-"	1
"POLR2I"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2I"	"ZNF143"	"complex; input"	"-"	1
"POLR2J"	"POU2F2"	"complex; input"	"-"	1
"POLR2J"	"SLU7"	"input"	"-"	1
"POLR2J"	"SUPT6H"	"complex; input"	"-"	1
"POLR2J"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2J"	"ZNF143"	"complex; input"	"-"	1
"POLR2K"	"POU2F2"	"complex; input"	"-"	1
"POLR2K"	"SLU7"	"input"	"-"	1
"POLR2K"	"SUPT6H"	"complex; input"	"-"	1
"POLR2K"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2K"	"ZNF143"	"complex; input"	"-"	1
"POLR2L"	"POU2F2"	"complex; input"	"-"	1
"POLR2L"	"SLU7"	"input"	"-"	1
"POLR2L"	"SUPT6H"	"complex; input"	"-"	1
"POLR2L"	"TAF5"	"catalyze; complex; input"	"->"	1
"POLR2L"	"ZNF143"	"complex; input"	"-"	1
"POLR3A"	"ZNF143"	"complex; input"	"-"	1
"POLR3B"	"ZNF143"	"complex; input"	"-"	1
"POLR3C"	"ZNF143"	"complex; input"	"-"	1
"POLR3D"	"ZNF143"	"complex; input"	"-"	1
"POLR3E"	"ZNF143"	"complex; input"	"-"	1
"POLR3F"	"ZNF143"	"complex; input"	"-"	1
"POLR3G"	"ZNF143"	"complex; input"	"-"	1
"POLR3GL"	"ZNF143"	"complex; input"	"-"	1
"POLR3H"	"ZNF143"	"complex; input"	"-"	1
"POLR3K"	"ZNF143"	"complex; input"	"-"	1
"POM121"	"SLU7"	"activate; input"	"->"	1
"POM121C"	"SLU7"	"activate; input"	"->"	1
"POT1"	"SYNE1"	"complex; input"	"-"	1
"POTEKP"	"PXN"	"complex; input"	"-"	1
"POU2AF1"	"POU2F2"	"expression regulated by"	"<-"	1
"POU2F1"	"TAF5"	"complex; input"	"-"	1
"POU2F1"	"ZNF143"	"complex; input"	"-"	1
"POU2F2"	"POU4F1"	"predicted"	"-"	0.92
"POU2F2"	"PRRC2A"	"expression regulates"	"->"	1
"POU2F2"	"PTPN6"	"expression regulates"	"->"	1
"POU2F2"	"RELA"	"activated by"	"<-"	1
"POU2F2"	"RPAP2"	"complex; input"	"-"	1
"POU2F2"	"RPRD1A"	"complex; input"	"-"	1
"POU2F2"	"RPRD1B"	"complex; input"	"-"	1
"POU2F2"	"RPRD2"	"complex; input"	"-"	1
"POU2F2"	"RUNX3"	"expression regulates"	"->"	1
"POU2F2"	"SNAPC1"	"complex; input"	"-"	1
"POU2F2"	"SNAPC2"	"complex; input"	"-"	1
"POU2F2"	"SNAPC3"	"complex; input"	"-"	1
"POU2F2"	"SNAPC4"	"complex; input"	"-"	1
"POU2F2"	"SNAPC5"	"complex; input"	"-"	1
"POU2F2"	"SP1"	"complex; expression regulated by; input"	"<-"	1
"POU2F2"	"SPI1"	"expression regulated by; expression regulates"	"<->"	1
"POU2F2"	"SPIB"	"expression regulates"	"->"	1
"POU2F2"	"SPN"	"expression regulates"	"->"	1
"POU2F2"	"SPP1"	"expression regulates"	"->"	1
"POU2F2"	"SRRT"	"complex; input"	"-"	1
"POU2F2"	"SSU72"	"activated by"	"<-"	1
"POU2F2"	"STAT1"	"expression regulates"	"->"	1
"POU2F2"	"STAT3"	"expression regulated by; expression regulates"	"<->"	1
"POU2F2"	"SUPT4H1"	"activated by"	"<-"	1
"POU2F2"	"SUPT5H"	"activated by"	"<-"	1
"POU2F2"	"TAF11"	"complex; input"	"-"	1
"POU2F2"	"TAF13"	"complex; input"	"-"	1
"POU2F2"	"TAF5"	"complex; input"	"-"	1
"POU2F2"	"TAF6"	"complex; input"	"-"	1
"POU2F2"	"TAF8"	"complex; input"	"-"	1
"POU2F2"	"TAF9"	"complex; input"	"-"	1
"POU2F2"	"TBP"	"complex; expression regulated by; input"	"<-"	1
"POU2F2"	"TCF12"	"expression regulated by"	"<-"	1
"POU2F2"	"TET2"	"expression regulates"	"->"	1
"POU2F2"	"TFF1"	"expression regulates"	"->"	1
"POU2F2"	"TYMP"	"expression regulates"	"->"	1
"POU2F2"	"UBC"	"expression regulates"	"->"	1
"POU2F2"	"USF2"	"expression regulated by"	"<-"	1
"POU2F2"	"VIP"	"expression regulates"	"->"	1
"POU2F2"	"WWOX"	"expression regulates"	"->"	1
"POU2F2"	"YAP1"	"expression regulates"	"->"	1
"POU2F2"	"ZBTB32"	"expression regulates"	"->"	1
"POU2F2"	"ZC3H8"	"catalyze; complex; input"	"->"	1
"POU2F2"	"ZEB1"	"expression regulated by"	"<-"	1
"POU2F2"	"ZMIZ2"	"expression regulates"	"->"	1
"POU2F2"	"ZNF143"	"complex; input"	"-"	1
"POU2F2"	"ZNF750"	"expression regulates"	"->"	1
"POU5F1"	"SP3"	"expression regulated by"	"<-"	1
"POU6F2"	"VEZF1"	"predicted"	"-"	0.64
"PPARA"	"PRKACB"	"PPrel: activated by, phosphorylation"	"<-"	1
"PPARA"	"TGFB1"	"expression regulates"	"->"	1
"PPARG"	"RPTOR"	"PPrel: activated by"	"<-"	1
"PPARG"	"TGFB1"	"activate; inhibited by"	"|->"	1
"PPARGC1A"	"RPTOR"	"complex; input"	"-"	1
"PPARGC1A"	"TGFB1"	"activate; inhibited by"	"|->"	1
"PPAT"	"PPP2CA"	"predicted"	"-"	0.58
"PPAT"	"PRPS1"	"predicted"	"-"	0.98
"PPFIA1"	"PPP2R5E"	"predicted"	"-"	0.56
"PPFIA3"	"PPP2CA"	"predicted"	"-"	0.78
"PPIA"	"VPS37A"	"activated by"	"<-"	1
"PPIE"	"SLU7"	"input"	"-"	1
"PPIG"	"SLU7"	"predicted"	"-"	0.64
"PPIL1"	"SLU7"	"input"	"-"	1
"PPIL2"	"TAF1"	"expression regulated by"	"<-"	1
"PPIL3"	"SLU7"	"predicted"	"-"	0.64
"PPM1B"	"UBE2L6"	"catalyzed by; input"	"<-"	1
"PPP1CA"	"PPP2R5E"	"predicted"	"-"	0.64
"PPP1CA"	"PTEN"	"predicted"	"-"	0.64
"PPP1CA"	"TGFB1"	"activated by; complex; input"	"<-"	1
"PPP1CB"	"TGFB1"	"complex; input"	"-"	1
"PPP1CC"	"TGFB1"	"complex; input"	"-"	1
"PPP1R12A"	"SP3"	"predicted"	"-"	0.65
"PPP1R15A"	"TGFB1"	"complex; input"	"-"	1
"PPP1R17"	"PPP2CA"	"PPrel: inhibition"	"-|"	1
"PPP1R1A"	"PPP2CA"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PPP1R1A"	"PPP2R5E"	"PPrel: inhibited by, dephosphorylation"	"|-"	1
"PPP1R1A"	"PRKACB"	"PPrel: activated by, phosphorylation"	"<-"	1
"PPP1R1B"	"PRKACB"	"PPrel: activated by, phosphorylation; PPrel: inhibition; catalyzed by; inhibite"	"<-|"	1
"PPP2CA"	"PPP2CB"	"input; reaction"	"-"	1
"PPP2CA"	"PPP2R1A"	"complex; input; predicted"	"-"	1
"PPP2CA"	"PPP2R1B"	"predicted"	"-"	1
"PPP2CA"	"PPP2R2A"	"complex; input; reaction"	"-"	1
"PPP2CA"	"PPP2R2B"	"complex"	"-"	1
"PPP2CA"	"PPP2R2C"	"predicted"	"-"	0.64
"PPP2CA"	"PPP2R3A"	"predicted"	"-"	0.98
"PPP2CA"	"PPP2R3B"	"complex"	"-"	1
"PPP2CA"	"PPP2R5A"	"complex; predicted"	"-"	1
"PPP2CA"	"PPP2R5B"	"complex; predicted"	"-"	1
"PPP2CA"	"PPP2R5C"	"complex; predicted"	"-"	1
"PPP2CA"	"PPP2R5D"	"complex; predicted"	"-"	1
"PPP2CA"	"PPP2R5E"	"complex; predicted"	"-"	1
"PPP2CA"	"PPP3CB"	"predicted"	"-"	0.92
"PPP2CA"	"PPP4C"	"predicted"	"-"	0.92
"PPP2CA"	"PPP4R1"	"predicted"	"-"	0.99
"PPP2CA"	"PPP4R1L"	"predicted"	"-"	0.99
"PPP2CA"	"PPP5C"	"predicted"	"-"	0.97
"PPP2CA"	"PPP6C"	"predicted"	"-"	0.92
"PPP2CA"	"PRKAR1A"	"predicted"	"-"	0.59
"PPP2CA"	"PRKCA"	"PPrel: inhibition"	"-|"	1
"PPP2CA"	"PRKCB"	"PPrel: inhibition"	"-|"	1
"PPP2CA"	"PRKCD"	"predicted"	"-"	0.64
"PPP2CA"	"PRKCG"	"PPrel: inhibition"	"-|"	1
"PPP2CA"	"PRKCI"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"PRKCZ"	"PPrel: inhibition, dephosphorylation"	"-|"	1
"PPP2CA"	"PSMC6"	"predicted"	"-"	0.78
"PPP2CA"	"PTBP1"	"predicted"	"-"	0.98
"PPP2CA"	"PTBP3"	"predicted"	"-"	0.54
"PPP2CA"	"PTPA"	"complex"	"-"	1
"PPP2CA"	"PTPN11"	"catalyzed by"	"<-"	1
"PPP2CA"	"RAF1"	"activate; catalyze"	"->"	1
"PPP2CA"	"RB1"	"activate"	"->"	1
"PPP2CA"	"RBM20"	"predicted"	"-"	0.54
"PPP2CA"	"RBM8A"	"complex; input"	"-"	1
"PPP2CA"	"REC8"	"PPrel: activation"	"->"	1
"PPP2CA"	"RELA"	"PPrel: activated by"	"<-"	1
"PPP2CA"	"RHOA"	"predicted"	"-"	0.54
"PPP2CA"	"RHOB"	"predicted"	"-"	0.54
"PPP2CA"	"RNPS1"	"complex; input"	"-"	1
"PPP2CA"	"RP9"	"predicted"	"-"	0.64
"PPP2CA"	"RPA1"	"predicted"	"-"	0.64
"PPP2CA"	"RPL10"	"complex; input"	"-"	1
"PPP2CA"	"RPL10A"	"complex; input"	"-"	1
"PPP2CA"	"RPL11"	"complex; input"	"-"	1
"PPP2CA"	"RPL12"	"complex; input"	"-"	1
"PPP2CA"	"RPL13"	"complex; input"	"-"	1
"PPP2CA"	"RPL13A"	"complex; input"	"-"	1
"PPP2CA"	"RPL14"	"complex; input"	"-"	1
"PPP2CA"	"RPL15"	"complex; input"	"-"	1
"PPP2CA"	"RPL17"	"complex; input"	"-"	1
"PPP2CA"	"RPL18"	"complex; input"	"-"	1
"PPP2CA"	"RPL18A"	"complex; input"	"-"	1
"PPP2CA"	"RPL19"	"complex; input"	"-"	1
"PPP2CA"	"RPL21"	"complex; input"	"-"	1
"PPP2CA"	"RPL22"	"complex; input"	"-"	1
"PPP2CA"	"RPL23"	"complex; input"	"-"	1
"PPP2CA"	"RPL23A"	"complex; input"	"-"	1
"PPP2CA"	"RPL24"	"complex; input"	"-"	1
"PPP2CA"	"RPL26"	"complex; input"	"-"	1
"PPP2CA"	"RPL27"	"complex; input"	"-"	1
"PPP2CA"	"RPL27A"	"complex; input"	"-"	1
"PPP2CA"	"RPL28"	"complex; input"	"-"	1
"PPP2CA"	"RPL29"	"complex; input"	"-"	1
"PPP2CA"	"RPL3"	"complex; input"	"-"	1
"PPP2CA"	"RPL30"	"complex; input"	"-"	1
"PPP2CA"	"RPL31"	"complex; input"	"-"	1
"PPP2CA"	"RPL32"	"complex; input"	"-"	1
"PPP2CA"	"RPL34"	"complex; input"	"-"	1
"PPP2CA"	"RPL35"	"complex; input"	"-"	1
"PPP2CA"	"RPL35A"	"complex; input"	"-"	1
"PPP2CA"	"RPL36"	"complex; input"	"-"	1
"PPP2CA"	"RPL36A"	"complex; input"	"-"	1
"PPP2CA"	"RPL37"	"complex; input"	"-"	1
"PPP2CA"	"RPL37A"	"complex; input"	"-"	1
"PPP2CA"	"RPL38"	"complex; input"	"-"	1
"PPP2CA"	"RPL39"	"complex; input"	"-"	1
"PPP2CA"	"RPL4"	"complex; input"	"-"	1
"PPP2CA"	"RPL41"	"complex; input"	"-"	1
"PPP2CA"	"RPL5"	"complex; input"	"-"	1
"PPP2CA"	"RPL6"	"complex; input"	"-"	1
"PPP2CA"	"RPL7"	"complex; input"	"-"	1
"PPP2CA"	"RPL7A"	"complex; input"	"-"	1
"PPP2CA"	"RPL8"	"complex; input"	"-"	1
"PPP2CA"	"RPL9"	"complex; input"	"-"	1
"PPP2CA"	"RPLP0"	"complex; input"	"-"	1
"PPP2CA"	"RPLP1"	"complex; input"	"-"	1
"PPP2CA"	"RPLP2"	"complex; input"	"-"	1
"PPP2CA"	"RPS10"	"complex; input"	"-"	1
"PPP2CA"	"RPS11"	"complex; input"	"-"	1
"PPP2CA"	"RPS12"	"complex; input"	"-"	1
"PPP2CA"	"RPS13"	"complex; input"	"-"	1
"PPP2CA"	"RPS14"	"complex; input"	"-"	1
"PPP2CA"	"RPS15"	"complex; input"	"-"	1
"PPP2CA"	"RPS15A"	"complex; input"	"-"	1
"PPP2CA"	"RPS16"	"complex; input"	"-"	1
"PPP2CA"	"RPS17"	"complex; input"	"-"	1
"PPP2CA"	"RPS18"	"complex; input"	"-"	1
"PPP2CA"	"RPS19"	"complex; input"	"-"	1
"PPP2CA"	"RPS2"	"complex; input"	"-"	1
"PPP2CA"	"RPS20"	"complex; input"	"-"	1
"PPP2CA"	"RPS21"	"complex; input"	"-"	1
"PPP2CA"	"RPS23"	"complex; input"	"-"	1
"PPP2CA"	"RPS24"	"complex; input"	"-"	1
"PPP2CA"	"RPS25"	"complex; input"	"-"	1
"PPP2CA"	"RPS26"	"complex; input"	"-"	1
"PPP2CA"	"RPS27"	"complex; input"	"-"	1
"PPP2CA"	"RPS27A"	"complex; input"	"-"	1
