name	Mutations_of_interest_vs_CD34_diff	Mutations_of_interest_vs_CD34_p.val	ProteinDescriptions
RPS5	0.94358738461538	2.62006325821949e-06	40S ribosomal protein S5
RPS6KA1	0.922517487179483	3.62009758179741e-06	Ribosomal protein S6 kinase alpha-1
RPS6KA3	-1.35121912820513	1.88392361308122e-06	Ribosomal protein S6 kinase alpha-3
RPS6KA4	-1.26726446153846	0.000154983054941261	Ribosomal protein S6 kinase alpha-4
RPS6KA5	1.7942190206194	5.30042613468247e-11	Ribosomal protein S6 kinase alpha-5
RPS6KB1	-0.581780366881551	0.0883921178117143	Ribosomal protein S6 kinase beta-1
RPS7	-0.438770615384627	0.0218908980449444	40S ribosomal protein S7
RPSA	-1.06288641025641	7.1724969701791e-06	40S ribosomal protein SA
RQCD1	-0.32650743589744	0.0956400960230446	Cell differentiation protein RCD1 homolog
RRAGC	-0.39024794871796	0.0219725922105083	Ras-related GTP-binding protein C
RRAS	2.01144077779824	2.57810740040517e-06	Ras-related protein R-Ras
RRBP1	-1.09873615384615	5.76778919165813e-05	Ribosome-binding protein 1
RRM1	-1.29774138461539	8.37657251922525e-05	Ribonucleoside-diphosphate reductase large subunit
RRP1	-0.880382820512832	0.00138204467798045	Ribosomal RNA processing protein 1 homolog A
RRP12	-1.17019420512822	2.38544518341967e-06	RRP12-like protein
RRP36	2.73735769091076	0.0041662604261042	Ribosomal RNA processing protein 36 homolog
RRP9	-0.666414205128213	0.0135455942990559	U3 small nucleolar RNA-interacting protein 2
RRS1	-0.867839743589748	0.0043978894091345	Ribosome biogenesis regulatory protein homolog
RSL1D1	0.543144820512818	0.0416944331582503	Ribosomal L1 domain-containing protein 1
RTCB	-0.83657461538462	4.154202861815e-05	tRNA-splicing ligase RtcB homolog
RTF1	-1.05755056410257	8.36474330903716e-05	RNA polymerase-associated protein RTF1 homolog
RTFDC1	-0.707877076923074	0.00896548481335673	Protein RTF2 homolog
RTN4	0.756510512820508	0.010733452752384	Reticulon-4
RUVBL1	-1.18391312820514	1.38729758383865e-09	RuvB-like 1
RWDD1	-1.39939935376086	2.13729635433809e-05	RWD domain-containing protein 1
S100A4	-0.97111087179487	0.0302534769826787	Protein S100-A4
S100A6	-1.36281635897436	0.00525478708224487	Protein S100-A6
SACM1L	0.756704923076921	0.00409991840401356	Phosphatidylinositide phosphatase SAC1
SAE1	-2.2278857948718	1.72098536864245e-11	SUMO-activating enzyme subunit 1
SAFB2	-1.87658579487181	2.57147954015476e-16	Scaffold attachment factor B2
SAMD9	-1.68343336891835	2.57699540953204e-05	Sterile alpha motif domain-containing protein 9
SAMHD1	-1.3548742051282	0.0284456788233894	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
SAP18	-0.471878358974362	0.0357187447199915	Histone deacetylase complex subunit SAP18
SAR1A	-0.799729589743588	0.00148926949808793	GTP-binding protein SAR1a
SARS	-0.400450000000003	0.0825537351591227	Serine--tRNA ligase, cytoplasmic
SARS2	0.824100153846157	0.00351295886560684	Serine--tRNA ligase, mitochondrial
SART3	-0.53634297435898	0.000219417397389288	Squamous cell carcinoma antigen recognized by T-cells 3
SASH3	-0.735531692307703	0.00652253779697346	SAM and SH3 domain-containing protein 3
SBNO1	-0.979995026087305	0.00032142186070462	Protein strawberry notch homolog 1
SCAF11	-0.692560871794866	0.000922836514383806	Protein SCAF11
SCAF4	-0.395101025641029	0.0224897606298311	Splicing factor, arginine/serine-rich 15
SCAF8	-1.2296978974359	7.00137815367236e-08	Protein SCAF8
SCARB2	-1.46602312820513	4.74407792114666e-08	Lysosome membrane protein 2
SCCPDH	0.759503692307678	0.0262133984965887	Saccharopine dehydrogenase-like oxidoreductase
SCFD1	-1.27412805128205	4.92648500643861e-10	Sec1 family domain-containing protein 1
SCP2	-0.422090564102575	0.0627123074862134	Non-specific lipid-transfer protein
SCPEP1	-0.877310512820518	0.0915040900399467	Retinoid-inducible serine carboxypeptidase
SCRN1	-1.90876358685047	0.00219534878066549	Secernin-1
SCRN2	-1.30868400000001	0.000253793785461859	Secernin-2
SCYL1	-4.03082917948718	1.02100571518764e-29	N-terminal kinase-like protein
SDF2L1	-0.544136153846157	0.0540770350834216	Stromal cell-derived factor 2-like protein 1
SDHA	0.331395538461532	0.072478374366771	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial
SDHC	-1.93464020726114	0.00164596297340645	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial
SDR39U1	0.953620461690265	0.0861293649342016	Epimerase family protein SDR39U1
SEC22B	-0.617039128205136	0.00094549651863385	Vesicle-trafficking protein SEC22b
SEC23B	-0.885164820512838	0.00153903511180354	Protein transport protein Sec23B
SEC23IP	-0.786005025641035	0.000591274407986338	SEC23-interacting protein
SEC24A	-1.78204794871795	1.93086620504592e-06	Protein transport protein Sec24A
SEC24B	-0.526449230769233	0.0327032403362587	Protein transport protein Sec24B
SEC24D	-1.28237348717949	0.000358017011668418	Protein transport protein Sec24D
SEC61A1	-0.866456307692314	0.00132158075940203	Protein transport protein Sec61 subunit alpha isoform 1
SEC62	1.32379570084627	1.1965851015098e-06	Translocation protein SEC62
SEC63	-0.712516923076933	0.00697947150515558	Translocation protein SEC63 homolog
SEH1L	-0.968168717948716	1.41570150550935e-06	Nucleoporin SEH1
SEL1L	1.53076969230768	9.88669293183388e-06	Protein sel-1 homolog 1
SELPLG	-0.669881435897441	0.0654566685188644	P-selectin glycoprotein ligand 1
SEPHS1	-0.643938974358978	0.000863515140316288	Selenide, water dikinase 1
SEPT1	-0.919790410256416	0.0190862716312314	Septin-1
SEPT2	-0.480518974358979	0.0215924274093271	Septin-2
SEPT6	-0.562504769230777	0.00713133845747603	Septin-6
SEPT9	-1.45659938461539	3.37876911879637e-06	Septin-9
SERBP1	-0.79200302564103	0.00139249223419083	Plasminogen activator inhibitor 1 RNA-binding protein
SERF2	-2.33124572744852	7.16653651101626e-09	Small EDRK-rich factor 2
SERPINA1	1.63681615384616	0.000831352084135705	Alpha-1-antitrypsin
SERPINA7	-2.08477914024909	0.00326197544472842	Thyroxine-binding globulin
SERPINB1	0.896432923076919	0.0322411607238278	Leukocyte elastase inhibitor
SERPINB10	-1.84586979851066	0.00329989425226349	Serpin B10
SERPINF1	-1.70784800000001	0.0127589099556085	Pigment epithelium-derived factor
SERPINF2	-1.92520610256411	0.0166074623268428	Alpha-2-antiplasmin
SETD3	-0.518448871794876	0.0855254362920684	Histone-lysine N-methyltransferase setd3
SETDB1	-0.673486075444142	0.0473410352780159	Histone-lysine N-methyltransferase SETDB1
SF1	-0.961079435897449	7.18207338534257e-05	Splicing factor 1
SF3A1	0.367226769230761	0.0288908120195525	Splicing factor 3A subunit 1
SF3A2	-0.647896666666679	0.0316074525496631	Splicing factor 3A subunit 2
SF3A3	0.631598564102564	0.00116667532556813	Splicing factor 3A subunit 3
SF3B3	-1.45543343589744	2.74805352153257e-12	Splicing factor 3B subunit 3
SF3B4	-1.2715495897436	0.000183428621901105	Splicing factor 3B subunit 4
SF3B5	-0.891249025641034	0.000208929508266334	Splicing factor 3B subunit 5
SF3B6	-0.711947333333345	0.00180788397795952	Splicing factor 3B subunit 6
SFT2D2	-1.67340392746339	1.41336004675204e-06	Vesicle transport protein SFT2B
SFXN2	-1.02009562819525	0.00966451452119612	Sideroflexin-2
SFXN4	0.582145997481234	0.0441868771353076	Sideroflexin-4
SGSH	0.827310789952744	0.0527070754076335	N-sulphoglucosamine sulphohydrolase
SH3GL1	-0.904221321560422	0.00712870841903739	Endophilin-A2
SH3GLB1	-0.562785897435898	0.0095922390033789	Endophilin-B1
SH3GLB2	-0.77286092307693	0.00272414555439884	Endophilin-B2
SHC1	-0.515871006071958	0.0277256212896778	SHC-transforming protein 1
SHMT1	-0.951456820512822	0.0388145570683063	Serine hydroxymethyltransferase, cytosolic
SHOC2	-0.946516205128207	0.00391090829364261	Leucine-rich repeat protein SHOC-2
SIGIRR	1.08215650842197	5.59488592404127e-05	Single Ig IL-1-related receptor
SIKE1	-0.567163155195297	0.0623308189008715	Suppressor of IKBKE 1
SIN3A	0.542182769230767	0.006088015586759	Paired amphipathic helix protein Sin3a
SIPA1	-0.826091435897439	6.82612479893292e-05	Signal-induced proliferation-associated protein 1
SIRT5	-0.919071407937345	0.000146356976710319	NAD-dependent protein deacylase sirtuin-5, mitochondrial
SKI	-0.732568827731701	0.0331730919318587	Ski oncogene
SKIV2L2	-0.455751641025643	0.00416519656747753	Superkiller viralicidic activity 2-like 2
SLBP	-1.90319029954665	4.45196933465487e-06	Histone RNA hairpin-binding protein
SLC12A6	-1.65498147415042	0.000453854909387261	Solute carrier family 12 member 6
SLC12A7	-6.02631460554975	6.08656969535448e-25	Solute carrier family 12 member 7
SLC1A5	-0.853148717948731	0.00639642697511509	Neutral amino acid transporter B(0)
SLC25A1	0.561288871794865	0.0334461123115778	Tricarboxylate transport protein, mitochondrial
SLC25A12	-1.24995117948719	3.2492507735942e-07	Calcium-binding mitochondrial carrier protein Aralar1
SLC25A13	0.718739333333325	0.00226617237669949	Calcium-binding mitochondrial carrier protein Aralar2
SLC25A17	-1.4644610181422	0.000566664020154769	Peroxisomal membrane protein PMP34
SLC25A20	1.28037764102563	1.41369794321313e-07	Mitochondrial carnitine/acylcarnitine carrier protein
SLC25A3	1.03868235897436	1.19588901715764e-06	Phosphate carrier protein, mitochondrial
SLC25A40	0.911491840535975	0.0147145446123174	Solute carrier family 25 member 40
SLC25A46	-0.967425911237193	0.000406148749399051	Solute carrier family 25 member 46
SLC25A6	0.885371846153841	4.65267490660527e-05	ADP/ATP translocase 3
SLC2A1	2.43156902564104	0.00063524917099564	Solute carrier family 2, facilitated glucose transporter member 1
SLC2A3	3.10111447973446	1.88797304257154e-06	Solute carrier family 2, facilitated glucose transporter member 3
SLC2A5	1.40366084996072	0.000659560225362276	Solute carrier family 2, facilitated glucose transporter member 5
SLC30A9	0.653343240561673	0.0261720530968758	Zinc transporter 9
SLC33A1	-2.35409508520047	8.0504332713818e-11	Acetyl-coenzyme A transporter 1
SLC35B2	-0.456628153846156	0.0690537551605963	Adenosine 3'-phospho 5'-phosphosulfate transporter 1
SLC3A2	0.553311384615384	0.063627980828413	4F2 cell-surface antigen heavy chain
SLC41A3	1.06249902675768	0.00061136792101443	Solute carrier family 41 member 3
SLC4A1	5.64832103692683	5.86802665408057e-08	Band 3 anion transport protein
SLC4A1AP	-0.616309743589744	0.000125226327414753	Kanadaptin
SLFN11	-0.84915014192034	0.0114631915175301	Schlafen family member 11
SLFN5	1.02021559837773	0.0111925032473703	Schlafen family member 5
SLIRP	-0.695522153846156	0.0022624856149954	SRA stem-loop-interacting RNA-binding protein, mitochondrial
SLK	-0.784781846153848	0.00142947447627804	STE20-like serine/threonine-protein kinase
SLU7	0.610959734869731	0.0618777393788773	Pre-mRNA-splicing factor SLU7
SMAP2	-0.785688410256416	0.00313200489608096	Stromal membrane-associated protein 2
SMARCA4	-1.96579569230769	7.91594097970444e-15	Transcription activator BRG1
SMARCAL1	-0.713058221239969	0.0144510469322179	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
SMARCB1	-1.37240374358975	1.09852110628843e-05	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
SMARCC1	-0.442295076923081	0.0905665606669396	SWI/SNF complex subunit SMARCC1
SMARCE1	-0.460751282051287	0.0297567228995377	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
SMC2	-1.268854	1.28412027813553e-05	Structural maintenance of chromosomes protein 2
SMC3	-0.719269538461543	0.000760275886581235	Structural maintenance of chromosomes protein 3
SMC4	-0.741752153846164	0.0207933050464018	Structural maintenance of chromosomes protein 4
SMC5	-0.956589835892228	0.00144698663287284	Structural maintenance of chromosomes protein 5
SMDT1	-1.82403579041111	0.000119632073905452	Essential MCU regulator, mitochondrial
SMEK2	-0.755664666666675	0.0284828280793126	Serine/threonine-protein phosphatase 4 regulatory subunit 3B
SMG1	1.2902911241801	0.00192833071101078	Serine/threonine-protein kinase SMG1
SMPD4	0.92648482051281	6.63392259555789e-05	Sphingomyelin phosphodiesterase 4
SMS	-1.96128651282052	6.20446316201322e-08	Spermine synthase
SMYD5	-1.28837739898501	1.32160498272454e-05	SET and MYND domain-containing protein 5
SNAP23	0.516146358974353	0.0575643028958442	Synaptosomal-associated protein 23
SNAP29	0.508195384925319	0.0300748183139746	Synaptosomal-associated protein 29
SND1	-0.954167641025638	2.572853343521e-05	Staphylococcal nuclease domain-containing protein 1
SNF8	-1.78375931702165	3.00009387074846e-06	Vacuolar-sorting protein SNF8
SNRNP200	-0.432219692307687	0.0749983740406917	U5 small nuclear ribonucleoprotein 200 kDa helicase
SNRPA	-0.682727487179502	0.000311127126173208	U1 small nuclear ribonucleoprotein A
SNRPA1	0.623557333333331	0.000405841310035329	U2 small nuclear ribonucleoprotein A'
SNRPB2	-0.539586461538462	0.00437643386913836	U2 small nuclear ribonucleoprotein B''
SNRPD1	-1.04421507692308	2.20190275722196e-05	Small nuclear ribonucleoprotein Sm D1
SNRPD3	-0.718065897435899	0.0343413808067882	Small nuclear ribonucleoprotein Sm D3
SNRPE	-1.03442917948719	0.0428079741234459	Small nuclear ribonucleoprotein E
SNRPF	-0.560848564102571	0.0207294936781975	Small nuclear ribonucleoprotein F
SNRPGP15	-0.803862461538476	0.0131279525411978	Putative small nuclear ribonucleoprotein G-like protein 15;Small nuclear ribonucleoprotein G
SNW1	-0.389374615384629	0.02663823234773	SNW domain-containing protein 1
SNX1	-0.46646405128206	0.0575436648930167	Sorting nexin-1
SNX12	-0.752284717948719	0.00491161285971686	Sorting nexin-12
SNX15	0.890289142683855	0.00892962806166188	Sorting nexin-15
SNX17	-1.16800398604365	0.000173169325289417	Sorting nexin-17
SNX27	-1.70236163797091	7.44767653579798e-08	Sorting nexin-27
SNX3	-1.17901835897436	1.29837213882489e-10	Sorting nexin-3
SNX5	-0.592907589743582	0.00307124915635521	Sorting nexin-5
SNX6	-0.782797948717949	4.64511243775821e-05	Sorting nexin-6
SOAT1	-0.864283407678299	0.0201591900526798	Sterol O-acyltransferase 1
SOD2	1.23710035897436	0.000280031222089235	Superoxide dismutase [Mn], mitochondrial
SORD	-0.914106358974358	0.00217857426540563	Sorbitol dehydrogenase
SOS1	-0.639033753851036	0.032629610380776	Son of sevenless homolog 1
SP1	0.681288580868756	0.0831284365454322	Transcription factor Sp1
SP100	1.35901764102563	2.6481900974463e-07	Nuclear autoantigen Sp-100
SP3	0.764499012393241	0.0181717466292258	Transcription factor Sp3
SPAG7	-0.99734964102565	0.00327757851213927	Sperm-associated antigen 7
SPC25	-2.43210098823918	3.27954913419791e-13	Kinetochore protein Spc25
SPCS2	-0.71696076923077	0.00347856131180171	Signal peptidase complex subunit 2
SPCS3	-0.737847692307707	0.00308715490870159	Signal peptidase complex subunit 3
SPEN	-0.613463917023504	0.00682437495107404	Msx2-interacting protein
SPG21	-0.839031282051284	0.000392135112184007	Maspardin
SPG7	1.78662123988017	6.98435944656949e-05	Paraplegin
SPIN1	-0.631008605533768	0.039400395948711	Spindlin-1
SPRYD4	-0.969982307692318	0.00370398957972651	SPRY domain-containing protein 4
SPTA1	1.2895523076923	0.090079236874185	Spectrin alpha chain, erythrocytic 1
SPTAN1	0.806566512820503	0.00151250150974248	Spectrin alpha chain, non-erythrocytic 1
SPTBN1	-0.635729282051294	0.0140834376064052	Spectrin beta chain, non-erythrocytic 1
SPTLC1	-0.838686820512823	6.56222612047686e-05	Serine palmitoyltransferase 1
SRA1	-0.911201761467215	0.0086288927953659	Steroid receptor RNA activator 1
SRBD1	-0.545308055453786	0.0594649353384519	S1 RNA-binding domain-containing protein 1
SRCAP	0.473306562890457	0.0931792977507759	Helicase SRCAP
SREK1	-1.32616584615385	2.56073183690073e-10	Splicing regulatory glutamine/lysine-rich protein 1
SRM	-0.937100615384619	0.00273128715883905	Spermidine synthase
SRP14	-1.05731548717949	0.000160451949975744	Signal recognition particle 14 kDa protein
SRP54	-0.538175794871798	0.058225312977084	Signal recognition particle 54 kDa protein
SRP68	-0.743974923076923	0.000173551502536792	Signal recognition particle subunit SRP68
SRP72	-1.29440564102563	1.59804232707557e-06	Signal recognition particle subunit SRP72
SRP9	-1.48725994871796	0.00245961661670594	Signal recognition particle 9 kDa protein
SRPRB	-0.505079333333324	0.0714026249541007	Signal recognition particle receptor subunit beta
SRRM1	-0.562855589743599	0.00439926957968892	Serine/arginine repetitive matrix protein 1
SRRM2	-0.499913538461534	0.0249110585133075	Serine/arginine repetitive matrix protein 2
SRRT	-0.501967179487188	0.00292495035472176	Serrate RNA effector molecule homolog
SRSF2	-0.638496358974368	9.71257655698883e-05	Serine/arginine-rich splicing factor 2
SRSF3	1.07754430769231	4.029996843972e-07	Serine/arginine-rich splicing factor 3
SRSF4	2.56894630769232	4.885675753977e-23	Serine/arginine-rich splicing factor 4
SRSF6	-1.22102220512821	2.79480628500492e-09	Serine/arginine-rich splicing factor 6
SRSF9	-0.440939179487181	0.0337544619141081	Serine/arginine-rich splicing factor 9
SSB	-0.785540871794886	0.00428948960717499	Lupus La protein
SSH3	0.938454965160288	0.00633198328778262	Protein phosphatase Slingshot homolog 3
SSR1	0.576203282051281	0.0240755977173448	Translocon-associated protein subunit alpha
SSR3	-1.27086155420354	0.00742355860774202	Translocon-associated protein subunit gamma
SSU72	-0.710685714577124	0.0349159707745021	RNA polymerase II subunit A C-terminal domain phosphatase SSU72
ST13	-0.757484051282066	0.00232142622551205	Hsc70-interacting protein
STAG1	-0.409303692307699	0.0504544972532251	Cohesin subunit SA-1
STAM	-1.06687948717949	2.4811049924145e-05	Signal transducing adapter molecule 1
STAMBP	-0.959319261555953	6.53558626327598e-05	STAM-binding protein
STARD3NL	0.637195929811094	0.0262849161683211	MLN64 N-terminal domain homolog
STAT1	-1.51708656410257	7.1005621535146e-05	Signal transducer and activator of transcription 1-alpha/beta
STAT3	0.836593999999995	0.00251532910803066	Signal transducer and activator of transcription 3
STAT5A	-1.10092948717949	2.74491656503982e-05	Signal transducer and activator of transcription 5A
STAT6	-1.45314061538462	3.29395745747368e-09	Signal transducer and activator of transcription 6
STAU1	-0.81645671794872	0.000477595154171637	Double-stranded RNA-binding protein Staufen homolog 1
STAU2	-0.996320923076926	2.64481080746784e-06	Double-stranded RNA-binding protein Staufen homolog 2
STEAP3	1.79973608736965	9.34963992411381e-06	Metalloreductase STEAP3
STIM1	1.70814733333332	1.10613674637032e-09	Stromal interaction molecule 1
STIP1	0.51775984615383	0.0175048324832906	Stress-induced-phosphoprotein 1
STK11IP	-0.712924527637432	0.0637301359106707	Serine/threonine-protein kinase 11-interacting protein
STK24	-1.90883753846154	1.3887503082296e-05	Serine/threonine-protein kinase 24
STK26	0.455636881096886	0.0743122390764752	Serine/threonine-protein kinase 26
STK38	-0.646296358974357	0.00871997927426469	Serine/threonine-protein kinase 38
STMN1	-0.662525846153851	0.0563302369073536	Stathmin
STRAP	-1.35459112820514	1.20591483252712e-12	Serine-threonine kinase receptor-associated protein
STRBP	2.27662825641026	7.32481029874259e-21	Spermatid perinuclear RNA-binding protein
STRIP1	1.08856797160495	0.000606747801561695	Striatin-interacting protein 1
STUB1	-0.810678148773439	0.00213987005717223	E3 ubiquitin-protein ligase CHIP
STX12	-0.876586487822028	0.0136130291097815	Syntaxin-12
STX16-NPEPL1	0.529573309524698	0.0250583500234631	Protein STX16-NPEPL1;Syntaxin-16
STX18	-0.860120038428152	0.000569282574393158	Syntaxin-18
STX7	-0.717831076923073	0.00547554519061929	Syntaxin-7
STX8	-1.42351588425335	2.27292281234878e-08	Syntaxin-8
STXBP2	-0.612067435897426	0.0346780288468832	Syntaxin-binding protein 2
SUB1	-1.13602553846154	0.000524837692157881	Activated RNA polymerase II transcriptional coactivator p15
SUGP1	-0.609888455282372	0.0563444004831829	SURP and G-patch domain-containing protein 1
SUGP2	1.70459793377814	2.61142136990746e-14	SURP and G-patch domain-containing protein 2
SUGT1	-0.53808046153847	0.00125237755150326	Protein SGT1 homolog
SULT1A1	-1.88912507692308	0.000570549905038614	Sulfotransferase 1A1
SULT1A3	-1.51238907692309	0.000594238727426743	Sulfotransferase 1A3;Sulfotransferase 1A4
SUMF1	0.7653202485194	0.0103956472063946	Sulfatase-modifying factor 1
SUMF2	-1.26108789743589	0.00062822720313417	Sulfatase-modifying factor 2
SUMO1	0.430261128205125	0.0123732562961588	Small ubiquitin-related modifier 1
SUMO2	-0.666969487179486	0.0140025714581617	Small ubiquitin-related modifier 2
SUN1	-0.742833168243145	0.0433421807851149	SUN domain-containing protein 1
SUN2	0.562827435897429	0.0126395518665144	SUN domain-containing protein 2
SUPT16H	-0.853702153846168	5.30249696389087e-05	FACT complex subunit SPT16
SUPT5H	-0.67179487179488	4.88773863035641e-05	Transcription elongation factor SPT5
SUPT6H	0.560608717948714	0.0789577980560692	Transcription elongation factor SPT6
SUPT7L	1.10730728177113	3.41601118761446e-07	STAGA complex 65 subunit gamma
SURF1	-0.698235743589747	0.00479466171282213	Surfeit locus protein 1
SURF4	-1.7465556923077	4.46845307258006e-07	Surfeit locus protein 4
SUZ12	-1.05798713520708	1.14671983589115e-05	Polycomb protein SUZ12
SWAP70	-0.694952256410268	0.0236091751626724	Switch-associated protein 70
SYMPK	-0.642458820512825	0.00438527996082202	Symplekin
SYNCRIP	-0.311538307692313	0.0733730072033549	Heterogeneous nuclear ribonucleoprotein Q
SYNGR2	-0.510182	0.0467320801682578	Synaptogyrin-2
SZRD1	-0.956168062656511	0.00120022111974161	SUZ domain-containing protein 1
TAB1	-1.92757425641026	1.25348046683317e-13	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1
TACC1	-2.01122087179488	4.63038232475643e-14	Transforming acidic coiled-coil-containing protein 1
TACC3	-0.64518282051282	0.0118501834881242	Transforming acidic coiled-coil-containing protein 3
TACO1	-1.1903063076923	0.000144468782713041	Translational activator of cytochrome c oxidase 1
TAF15	-1.33457784615384	0.0010625365796176	TATA-binding protein-associated factor 2N
TAOK1	-0.740914447577905	0.00238702938307733	Serine/threonine-protein kinase TAO1
TAP2	-1.30825764102565	1.05928094831573e-05	Antigen peptide transporter 2
TAPT1	-0.760367741476621	0.0853922373318851	Transmembrane anterior posterior transformation protein 1 homolog
TARDBP	-1.80306451282053	4.41518376644796e-13	TAR DNA-binding protein 43
TARS2	-0.709826661965574	0.0126257521775446	Threonine--tRNA ligase, mitochondrial
TBC1D10C	0.46341235512914	0.0894501516212903	Carabin
TBC1D15	-0.348085544380963	0.0941127027152905	TBC1 domain family member 15
TBC1D22A	-0.611648331615193	0.0698764517049753	TBC1 domain family member 22A
TBC1D23	-0.702000923076929	0.0474668927507091	TBC1 domain family member 23
TBC1D2B	-0.564992947958032	0.0433617247432226	TBC1 domain family member 2B
TBC1D5	-0.45525871794872	0.0624180677471668	TBC1 domain family member 5
TBCA	-0.519139487179494	0.0597564621726079	Tubulin-specific chaperone A
TBCB	-1.20862143589745	1.59250523264967e-06	Tubulin-folding cofactor B
TBCE	-1.82214102564103	9.10530208957463e-07	Tubulin-specific chaperone E
TBCK	-6.70365623898268	8.61590370809714e-56	TBC domain-containing protein kinase-like protein
TBK1	-0.933120856240437	3.94747859420698e-05	Serine/threonine-protein kinase TBK1
TBL1X	-3.7698200677939	5.79141136765676e-25	F-box-like/WD repeat-containing protein TBL1X
TBL1XR1	-0.358082769230769	0.0265767322087764	F-box-like/WD repeat-containing protein TBL1XR1
TBL3	-0.584767128205128	0.0239935884168402	Transducin beta-like protein 3
TCEA1	-0.838781794871792	0.000803539244289228	Transcription elongation factor A protein 1
TCEAL3	-0.770754205128203	0.0145987241249609	Transcription elongation factor A protein-like 3
TCEB1	-0.490837897435902	0.0182547395546356	Transcription elongation factor B polypeptide 1
TCEB2	0.354173589743592	0.0921782959606832	Transcription elongation factor B polypeptide 2
TCEB3	-6.55776966016395	5.32585779206627e-52	Transcription elongation factor B polypeptide 3
TCERG1	0.437083999999992	0.021511618231793	Transcription elongation regulator 1
TCF25	-0.759635553036569	0.00173388395898921	Transcription factor 25
TDP1	-1.02165323076924	0.000104994083841775	Tyrosyl-DNA phosphodiesterase 1
TELO2	-2.49910002024712	4.48426934582441e-07	Telomere length regulation protein TEL2 homolog
TES	-0.860340461538474	0.0132603816123764	Testin
TEX10	-0.518769348483072	0.0437404999846455	Testis-expressed sequence 10 protein
TF	-1.91151266666667	0.00808639897126849	Serotransferrin
TFAM	0.668860410256418	0.00963503419951926	Transcription factor A, mitochondrial
TFCP2	-1.46812235897436	9.10158501843672e-11	Alpha-globin transcription factor CP2
TFG	-0.455957589743598	0.0941569858705748	Protein TFG
TGFB1	2.26809510653967	7.72121717901336e-07	Transforming growth factor beta-1
THAP11	-0.880910923076931	0.00046121116633738	THAP domain-containing protein 11
THOC1	0.377699179487173	0.0357127935663502	THO complex subunit 1
THOC3	-0.576868132975989	0.0296057914157355	THO complex subunit 3
THOC5	-0.959391025641029	2.10509354601798e-05	THO complex subunit 5 homolog
THOC7	-1.63940632238829	4.04892928354898e-09	THO complex subunit 7 homolog
THOP1	-1.4214656923077	8.36702780636837e-08	Thimet oligopeptidase
THRAP3	0.420709794871794	0.0539198353753117	Thyroid hormone receptor-associated protein 3
TIA1	-0.667464256410263	0.00097466249293328	Nucleolysin TIA-1 isoform p40
TIAL1	-0.365712512820519	0.0382710634489825	Nucleolysin TIAR
TIGAR	1.3760072828775	0.0861696466472412	Fructose-2,6-bisphosphatase TIGAR
TIMM10B	1.95120615384615	2.09303037857534e-05	Mitochondrial import inner membrane translocase subunit Tim10 B
TIMM13	-1.02683184615385	5.03379172389047e-05	Mitochondrial import inner membrane translocase subunit Tim13
TIMM44	0.808027435897436	0.000543676348481072	Mitochondrial import inner membrane translocase subunit TIM44
TIMM50	-0.60221738461539	0.0022713041001061	Mitochondrial import inner membrane translocase subunit TIM50
TIMM8A	-1.26683317948718	1.74476943886325e-05	Mitochondrial import inner membrane translocase subunit Tim8 A
TIMM8B	-1.40386943589745	3.18997378595854e-06	Mitochondrial import inner membrane translocase subunit Tim8 B
TIMM9	3.83855850234651	3.98530838761251e-10	Mitochondrial import inner membrane translocase subunit Tim9
TK1	-1.57795020481989	0.00141662888964193	Thymidine kinase, cytosolic
TLE3	-0.775125542651848	0.00963720340991192	Transducin-like enhancer protein 3
TM9SF2	-0.870783025641035	0.000991396442651571	Transmembrane 9 superfamily member 2
TM9SF3	-0.982661282051286	0.000503937278552641	Transmembrane 9 superfamily member 3
TM9SF4	-1.10940184615384	6.12583420435016e-06	Transmembrane 9 superfamily member 4
TMA16	-0.833159333333338	0.00606303194620483	Translation machinery-associated protein 16
TMBIM6	-0.605273589743593	0.00436423325768956	Bax inhibitor 1
TMED1	1.94407722685462	1.04017866654731e-11	Transmembrane emp24 domain-containing protein 1
TMED3	-1.13331550797207	0.0019090804308235	Transmembrane emp24 domain-containing protein 3
TMED4	-0.645718256410262	0.00445210219000377	Transmembrane emp24 domain-containing protein 4
TMED5	0.436035230769225	0.0766436617895245	Transmembrane emp24 domain-containing protein 5
TMED7-TICAM2	-0.949084717948722	0.000162088564544627	Protein TMED7-TICAM2;Transmembrane emp24 domain-containing protein 7
TMED9	-0.622233230769236	0.0213176406114569	Transmembrane emp24 domain-containing protein 9
TMEM109	-0.875073897435914	0.0059859772229886	Transmembrane protein 109
TMEM11	-1.27000302564103	0.000258365232576094	Transmembrane protein 11, mitochondrial
TMEM164	-0.708659999999991	0.0518392468335758	Transmembrane protein 164
TMEM189-UBE2V1	-0.447452820512826	0.0876348572431261	HCG2044781
TMEM2	-2.28316999348604	1.7065271018097e-05	Transmembrane protein 2
TMEM209	1.07075570130609	0.000378531344590381	Transmembrane protein 209
